5/4/2014,5/5/2014,5/6/2014,5/7/2014,5/8/2014,5/9/2014,5/10/2014
-0.7688304853,-0.9997770711,0.2397577151,-0.6932565379,-0.563983451,0.3462728637,0.3129741035
-0.7605238637,-0.9997897982,0.2652606287,-0.6821959881,-0.591632206,0.3647621042,0.3337366721
-0.7503656634,-0.9998023884,0.2889815162,-0.6704104862,-0.6175444217,0.3822716,0.35362869
-0.7387498372,-0.9998150471,0.3110717799,-0.6574477864,-0.6419180429,0.3984029963,0.3720373993
-0.7269258083,-0.9998277057,0.3320139365,-0.6430147457,-0.6646308943,0.4132726037,0.3883869507
-0.7159684758,-0.9998387221,0.3506589589,-0.627261309,-0.6858896382,0.4268880283,0.4023803781
-0.7051103891,-0.9998479595,0.3727218862,-0.6097214174,-0.705851385,0.4387780619,0.4143305362
-0.6936204626,-0.9998572653,0.392372283,-0.5910411333,-0.7245231481,0.4495810771,0.424513159
-0.6804041682,-0.9998665027,0.4037213609,-0.5702689293,-0.7420231043,0.4600683306,0.4327736415
-0.6657478794,-0.9998757401,0.4232140034,-0.5477356657,-0.7584036239,0.4700478636,0.4388715305
-0.6498044251,-0.9998836774,0.4495522225,-0.523716665,-0.7737105226,0.4792092457,0.4424700851
-0.63228633,-0.9998900409,0.4674681352,-0.4984618656,-0.7880861631,0.4874942882,0.4445024198
-0.6130167283,-0.9998964045,0.4852364143,-0.4717463425,-0.8015448344,0.4948650327,0.4455765154
-0.5917995391,-0.999902768,0.5031340674,-0.4438168028,-0.8141089526,0.5013634097,0.4459442196
-0.568475356,-0.9999091315,0.5216613933,-0.2450129063,-0.8259292704,0.5058261722,0.4453429625
-0.5433810363,-0.9999155635,0.5407710798,-0.1023793515,-0.8369547941,0.507608176,0.4430113616
-0.5170217971,-0.999921927,0.560150803,0.0061176474,-0.8473142532,0.5074338897,0.4391053665
-0.4904291821,-0.9999259641,0.5796687116,0.0228822445,-0.8570276391,0.5053386992,0.4339766158
-0.4639863312,-0.9999299327,0.6002620605,0.0391152247,-0.8660994085,0.501024924,0.4280362335
-0.4379338174,-0.9999339014,0.6223882948,0.058522281,-0.874594713,0.4942309222,0.4216031962
-0.4129019999,-0.99993787,0.6450081043,0.0806914592,-0.8825466525,0.4860863724,0.4146663923
-0.3888581984,-0.9999418387,0.6674994596,0.1050714341,-0.889994685,0.4757603541,0.4065132026
-0.3654541227,-0.9999458758,0.688549369,0.1314164212,-0.8969894764,0.463239373,0.3964273627
-0.3434189646,-0.9999498444,0.7003391896,0.1594054733,-0.9035343039,0.4492648266,0.3852138516
-0.3230727075,-0.9999538131,0.7268093661,0.2018875158,-0.9096516493,0.4333031663,0.374175576
-0.3041835942,-0.9999560027,0.7442022619,0.2172614734,-0.9153921132,0.4151366679,0.3625181375
-0.2866185277,-0.9999581239,0.7604659649,0.2572186795,-0.9207522871,0.3957421731,0.3504443025
-0.2707075643,-0.9999603135,0.7756024567,0.2720458796,-0.925778249,0.3747247194,0.3376858745
-0.2564523223,-0.9999624346,0.7898865513,0.3090175202,-0.9304927429,0.3524396112,0.3240178641
-0.2439430942,-0.9999646242,0.8032316218,0.335515767,-0.9349003568,0.212505239,0.3098108774
-0.2334805445,-0.9999667454,0.8157241534,0.3478288096,-0.9390330765,0.0912736214,0.2951702077
-0.2254219515,-0.9999688666,0.8273959943,0.381710913,-0.9429114831,0.0039091066,0.2796837758
-0.2200946506,-0.9999710562,0.8383874178,0.3955840163,-0.9465299397,-0.0185323877,0.2635873992
-0.2172309331,-0.9999731774,0.8486141326,0.4178066418,-0.9499291495,-0.0298735613,0.2202183797
-0.2170539642,-0.999975367,0.8582488261,0.4530568166,-0.9531125209,-0.0434253708,0.1194857721
-0.2197909212,-0.9999774882,0.8672406123,0.4660227019,-0.9560843142,-0.0591156078,0.0520377419
-0.2262125262,-0.9999784461,0.8756398111,0.4989085528,-0.9588743523,-0.0770887547,0.0004858502
-0.2345562702,-0.9999793356,0.8835360219,0.5131227114,-0.9614832906,-0.0972902551,-0.0156242126
-0.2447961194,-0.9999802252,0.8879486852,0.53831081,-0.9639245002,-0.1188765959,-0.023836098
-0.2563670921,-0.9999810463,0.8978787878,0.5775511609,-0.9662099102,-0.1412627885,-0.0340156577
-0.2696523111,-0.9999819358,0.9043559878,0.5926159869,-0.9683566278,-0.1641181652,-0.0458169236
-0.2848704477,-0.9999828253,0.9104337417,0.6278976143,-0.9703698965,-0.1873693505,-0.0581612155
-0.3020912013,-0.9999837148,0.9160992393,0.652069247,-0.9722459803,-0.210683174,-0.0699753025
-0.3209407472,-0.9999846044,0.9214341534,0.6740684096,-0.9740094585,-0.2342429555,-0.0807936757
-0.3407122945,-0.9999854939,0.9264151996,0.6866797101,-0.9756607242,-0.2574259688,-0.0909381338
-0.361215444,-0.9997405322,0.9310821524,0.7056318959,-0.9772054144,-0.2797505458,-0.1003041089
-0.3830258698,-0.9987541165,0.9354673556,0.7323389372,-0.9786546717,-0.2947569404,-0.1082124573
-0.4055000926,-0.9976207237,0.9395650056,0.7417907556,-0.9800056119,-0.3234746894,-0.1146852783
-0.4285661057,-0.9964811727,0.9433894695,0.7582107054,-0.9812775054,-0.3453999288,-0.1199919449
-0.4520616101,-0.9951200614,0.9466797343,0.7800480216,-0.9824632732,-0.3672281306,-0.1243218208
-0.4757213764,-0.9936059516,0.9503477178,0.7879762859,-0.9835756311,-0.3888731654,-0.127441415
-0.4991854403,-0.9917420528,0.9535075468,0.8069716407,-0.9846219199,-0.410972213,-0.1290386779
-0.522476289,-0.9894624034,0.9564590183,0.8192048653,-0.9855946022,-0.4331586814,-0.1289755744
-0.5448040535,-0.9865145149,0.9581009659,0.8302756975,-0.9865110471,-0.4557379877,-0.127866092
-0.5659745814,-0.9832740407,0.961809078,0.8367671437,-0.9873654213,-0.4790238736,-0.1257279065
-0.5851652202,-0.9806163429,0.9642334985,0.8516525109,-0.9881669665,-0.5034044437,-0.1217001366
-0.6027299423,-0.9792012441,0.9665071713,0.8611969302,-0.9889205331,-0.5288030826,-0.1157504829
-0.6188780868,-0.979000485,0.9902345345,0.8703899416,-0.9896219917,-0.5543755181,-0.1089534923
-0.6333692873,-0.9793612219,1,0.8782562113,-0.9902748162,-0.580149661,-0.0663830291
-0.6460624921,-0.979699926,1,0.8863738004,-0.9908988665,-0.6057448495,-0.0272854818
-0.6570236815,-0.9807580512,1,0.8925964825,-0.9914771012,-0.6301817631,-0.0001297508
-0.6657429205,-0.9819814229,1,0.8997303064,-0.9920175167,-0.6535036228,0.0082591223
-0.6719587677,-0.9831284322,1,0.9033865326,-0.9925244388,-0.6754428127,0.0112064293
-0.6762156633,-0.9841951105,1,0.9100255527,-0.9929974744,-0.6960991584,0.0144156196
-0.6788093475,-0.9852025327,1,0.9181244409,-0.9934438988,-0.71562746,0.0176371521
-0.6794854038,-0.9861427615,1,0.9207209115,-0.9938593207,-0.7336244522,0.0207635705
-0.6787270444,-0.9870191497,1,0.9282524509,-0.9942492456,-0.7505618488,0.0234687255
-0.6768278056,-0.9878451771,1,0.932339887,-0.9946132149,-0.766363694,0.0253952427
-0.67400567,-0.9886168065,1,0.9346822123,-0.9949535226,-0.7811958761,0.0266455513
-0.6704782761,-0.9893371171,1,0.9393691108,-0.9952744291,-0.7948414108,0.0272187644
-0.6666538334,-0.9900171254,1,0.9430292768,-0.9955763277,-0.8078616045,0.0269901015
-0.6616429173,-0.990647594,1,0.9466591344,-0.9958560721,-0.820048919,0.0261073999
-0.6552070901,-0.9912419341,1,0.9514563562,-0.9961196926,-0.8314723636,0.0253450797
-0.6474941529,-0.9917989825,1,0.9530838326,-0.9963656816,-0.8421844953,0.0250461431
-0.6380211689,-0.9920466812,1,0.9574241524,-0.9965956121,-0.8521973923,0.0250323798
-0.6267184389,-0.990778628,1,0.9588551891,-0.996811385,-0.8615799335,0.0253895786
-0.6133848539,-0.9882642806,1,0.9626169952,-0.9970137869,-0.8703644364,0.0267400075
-0.5978098008,-0.9846736754,1,0.9641232739,-0.9972049805,-0.8785929466,0.029715646
-0.5804410909,-0.9794923928,1,0.9669950197,-0.9973820821,-0.8862950394,0.0348149548
-0.5611047515,-0.9729257763,1,0.9682474382,-0.9975481722,-0.8935245776,0.0422947514
-0.5402864396,-0.9652195404,1,0.9702903298,-0.9977035129,-0.9002895262,0.0522476741
-0.518026446,-0.9574092985,1,0.9732139551,-0.9978489565,-0.906608623,0.0647318942
-0.4948368405,-0.9491937749,1,0.9748785188,-0.9979858792,-0.9125305727,0.0804611636
-0.4709740714,-0.9404880541,1,0.9763099047,-0.9981121181,-0.9180860608,0.0990617844
-0.4469731777,-0.9313163586,1,0.9772887242,-0.9982323925,-0.9232953919,0.1199189331
-0.4222598284,-0.9212480211,1,0.9787225107,-0.9983450637,-0.9281633318,0.142452443
-0.3484441373,-0.9097731381,1,0.9806747573,-0.9984490175,-0.9327148208,0.166815822
-0.1795123331,-0.8965124293,1,0.9818546616,-0.9985479244,-0.9369785854,0.1866872802
-0.0680243118,-0.8811996528,1,0.9829535235,-0.99864067,-0.9409789129,0.2151172485
0.008550233,-0.8632050245,1,0.9835679706,-0.9987259436,-0.9447288608,0.2454034315
0.0300602596,-0.8418254083,1,0.9845656112,-0.9988071534,-0.948243576,0.2777019203
0.0393855521,-0.8173411416,1,0.9858958493,-0.9988833818,-0.9515222097,0.3103055495
0.0499950334,-0.7904141003,1,0.986454584,-0.9989535145,-0.9546064157,0.3422866187
0.0621144797,-0.7616113227,1,0.9876227108,-0.9990201734,-0.9574867926,0.3727720647
0.0753170167,-0.7308545305,1,0.9884525051,-0.999082703,-0.9601739821,0.4030335477
0.0891412177,-0.6985262884,1,0.9888302831,-0.9991395957,-0.9627035664,0.4313939809
0.1042176484,-0.6646599192,1,0.9898729127,-0.9991955708,-0.9650718893,0.4586725689
0.1203453807,-0.6299566431,0.8704946399,0.990516927,-0.9992454503,-0.9672910943,0.4860632269
0.137487404,-0.5947780866,0.8519363207,0.9910894757,-0.9992944121,-0.9693685591,0.5140782142
0.1555912114,-0.5597641607,0.8650033199,0.9916856829,-0.999337606,-0.9713097678,0.5428500544
0.1749214729,-0.5253432064,0.8735421794,0.9921879995,-0.9993799478,-0.973133458,0.5713707898
0.1949338169,-0.293859918,0.8815900664,0.9927148564,-0.9994198645,-0.9748390422,0.5985984562
0.2152045032,-0.150882892,0.8891009479,0.9931833562,-0.9994556519,-0.9764377499,0.6241493544
0.23520309,-0.0641449898,0.8961523004,0.9934112539,-0.9994915048,-0.9779333678,0.647988593
0.2542509725,-0.0183005889,0.9027426582,0.9940321185,-0.999522704,-0.9793293562,0.6703538298
0.2717360948,-0.0008184614,0.908925249,0.9943973621,-0.9995531823,-0.98064269,0.6912571671
0.2874737052,0.0004349205,0.9147133296,0.9946259605,-0.9995817597,-0.9818728469,0.7108778743
0.3020310064,-0.0045002378,0.9201151607,0.9949753173,-0.9996071911,-0.9830244622,0.7291460273
0.3157645707,-0.0071315151,0.9251766419,0.995435787,-0.9996326879,-0.9841000171,0.7464087705
0.3293881794,-0.0114801379,0.929943273,0.9957366408,-0.9996563495,-0.9851108062,0.7624990782
0.3426696276,-0.01730112,0.9343862753,0.9958998909,-0.9996769305,-0.9860570254,0.7775323821
0.3548023792,-0.0244526435,0.9385558118,0.9960639248,-0.9996975116,-0.9869415475,0.7916997002
0.3659323072,-0.033022532,0.9424582112,0.9961849228,-0.9997181581,-0.9877692037,0.804866492
0.3762388942,-0.0429601413,0.9446350118,0.9965103552,-0.9997348064,-0.988522758,0.8172598698
0.3858014129,-0.0542728313,0.9495201559,0.9966398468,-0.9997509304,-0.9885676762,0.8288845755
0.394327429,-0.0664768305,0.9511490924,0.9968294662,-0.9997669889,-0.9873185858,0.8397365042
0.4020033815,-0.0800153707,0.9557254633,0.9971063225,-0.9997831128,-0.9842258271,0.8499299554
0.4085389023,-0.0947339011,0.9585435927,0.9972784143,-0.9997958285,-0.9795353399,0.8594656367
0.4141850329,-0.1100618679,0.9611720615,0.9974291047,-0.9998080198,-0.9744146701,0.8683553673
0.4197963484,-0.1260971531,0.9636318542,0.9975888319,-0.9998202111,-0.969027168,0.8767415437
0.4254898292,-0.1425867466,0.9650160372,0.9976596921,-0.9998324024,-0.9628273525,0.884559125
0.4317648382,-0.1595611914,0.9681005709,0.9978536622,-0.9998433483,-0.9560595965,0.8918098806
0.4392765977,-0.1755778223,0.970127082,0.9979311132,-0.999852328,-0.9495330144,0.8987432873
0.4486950688,-0.1917933648,0.9718467518,0.9980941028,-0.999861242,-0.943549041,0.9051797926
0.459881748,-0.2084424143,0.973801782,0.998208922,-0.9998702216,-0.937832161,0.9111908777
0.4720477653,-0.2272932112,0.9754584315,0.9982609634,-0.9998791357,-0.9322051172,0.9168369833
0.4851173949,-0.2483128432,0.9768882476,0.9984098898,-0.9998870666,-0.9268913254,0.9221125892
0.4988699336,-0.2711532319,0.9784804778,0.998512888,-0.9998931623,-0.9220891304,0.9270520204
0.5124824193,-0.2953242486,0.9798458746,0.9986067822,-0.9998993235,-0.9179217309,0.9316786324
0.5256112796,-0.3199055077,0.9811280658,0.9986913005,-0.9999054846,-0.9146833146,0.9360046688
0.539015907,-0.3437358018,0.9822160664,0.998732404,-0.9999116458,-0.9123104215,0.9400784681
0.5531105718,-0.3661061445,0.9834454299,0.9987261814,-0.999917807,-0.9103756111,0.9438855925
0.5688370764,-0.3862144915,0.9844963244,0.9990803351,-0.9999239682,-0.908732377,0.9474453631
0.5858593212,-0.4035845017,0.9854825331,0.9987811112,-0.9999280975,-0.9070414173,0.9507805691
0.604050029,-0.4180103182,0.9864032566,0.9992176649,-0.9999319647,-0.9043244564,0.9539096824
0.623160121,-0.4298985913,0.9872664891,0.9992407692,-0.9999357663,-0.899111861,0.9568260502
0.6428924796,-0.4391869515,0.9880722304,0.9992522938,-0.9999396334,-0.8908268767,0.9595754631
0.6627116869,-0.4455795288,0.988831739,0.9992211478,-0.999943435,-0.8796563578,0.9621328672
0.6822348096,-0.4494396261,0.9895410179,0.9992292752,-0.9999473021,-0.8661129459,0.9645332247
0.7013988979,-0.4523419436,0.9902038642,0.9994596988,-0.9999511693,-0.8506110893,0.9667834714
0.7193966239,-0.4546748619,0.9908236089,0.9994943472,-0.9999549708,-0.8340620129,0.9688951434
0.7364441795,-0.4557430798,0.9914086457,0.9995258163,-0.9999573304,-0.8166783598,0.9708765919
0.7524652535,-0.45660982,0.9919535786,0.9995420632,-0.9999593623,-0.7982595651,0.9727256938
0.7674234121,-0.4582391576,0.9922587544,0.9995545722,-0.9999614598,-0.7791739838,0.9744523574
0.7810034932,-0.4603679298,0.9929431849,0.9995683041,-0.9999635572,-0.7590569259,0.97607647
0.7932269849,-0.4623745632,0.9933903896,0.9995674263,-0.9999656546,-0.7374429043,0.9775948469
0.8041250178,-0.4646831222,0.9938090154,0.9995786435,-0.9999676865,-0.7141218845,0.9790107436
0.8142845956,-0.4687469209,0.9942019267,0.9995948207,-0.9999697839,-0.6886547216,0.9802184951
0.823509706,-0.4748934759,0.9945688571,0.9996013489,-0.9999718814,-0.662231558,0.980242275
0.8319533846,-0.4823483865,0.9949161353,0.9996078089,-0.9999739132,-0.6353098501,0.9790047986
