5/4/2014,5/5/2014,5/6/2014,5/7/2014,5/8/2014,5/9/2014,5/10/2014
-0.8159776676,0.2691144267,-0.9999706518,-0.8707936483,-0.2091566896,0.0986460853,-0.9249348534
-0.8028136155,0.279744451,-0.9999718045,-0.8650139817,-0.2142186097,0.0968870985,-0.929702124
-0.7892337498,0.2903852471,-0.9999730458,-0.858377041,-0.2294601375,0.0958012505,-0.9341521125
-0.7751044095,0.3005565481,-0.9999737551,-0.8514385937,-0.2397699207,0.0951510035,-0.9383465288
-0.7611280578,0.3104346688,-0.999974553,-0.8441862308,-0.2501202651,0.0948443299,-0.9422445222
-0.7468522273,0.3203748925,-0.9999752624,-0.8363048174,-0.2611526432,0.0951043249,-0.9459094823
-0.7330081259,0.3304027076,-0.9999760603,-0.8280117229,-0.2674126979,0.0960138159,-0.949347333
-0.7202130381,0.3403365427,-0.9999767696,-0.8198237231,-0.2845222126,0.0973174211,-0.9525617923
-0.7076154586,0.349996962,-0.9999775676,-0.8124474746,-0.2973680502,0.0994405211,-0.9555615156
-0.6969800879,0.3588413254,-0.9999782769,-0.8067935874,-0.3040739682,0.1028454369,-0.958392034
-0.6874897339,0.3670723172,-0.9999789862,-0.8033141497,-0.3254242879,0.1053041902,-0.9612359625
-0.679222653,0.3746571043,-0.9999797842,-0.801590245,-0.3337168464,0.1127111841,-0.9634824222
-0.6718413326,0.3814862063,-0.9999804935,-0.8003813027,-0.3572198223,0.118410253,-0.9658006001
-0.6662879898,0.387800686,-0.9998362342,-0.7995836048,-0.3750610424,0.1241514635,-0.9683447938
-0.6606504807,0.3935720262,-0.9986035123,-0.7992202383,-0.3933330892,0.1297861269,-0.9703566007
-0.6557334533,0.3989493003,-0.9962370175,-0.7988410936,-0.414109734,0.1351580169,-0.9719907406
-0.6515160398,0.4037930823,-0.992928355,-0.7986532804,-0.42410074,0.1402958603,-0.9737720916
-0.6478594636,0.407902898,-0.9884939841,-0.799246952,-0.4539162615,0.1450703019,-0.9754425146
-0.6444259712,0.4108851758,-0.9825737396,-0.8008874879,-0.4646026885,0.1490865766,-0.9770089008
-0.6407500167,0.4125200132,-0.9750643251,-0.8037753968,-0.4929150247,0.1520336489,-0.9781787752
-0.6375415942,0.4131319875,-0.9659316,-0.8074445009,-0.5120027726,0.1550894072,-0.9795658947
-0.6328717518,0.4128068245,-0.9555528365,-0.8118763929,-0.5223599416,0.1580474316,-0.9808633141
-0.6281591193,0.4114866928,-0.9445316724,-0.8171540603,-0.5482663021,0.1611402092,-0.9820839367
-0.6230653579,0.4084268715,-0.9330665421,-0.8231817132,-0.5657108026,0.1645527706,-0.9834944699
-0.6177216753,0.4035152521,-0.9216584987,-0.8302194346,-0.5815193947,0.1685046843,-0.9845397639
-0.6118846304,0.3979752294,-0.911207596,-0.8382416536,-0.5988515152,0.1710619441,-0.9855214897
-0.6061875353,0.3913555293,-0.9022627704,-0.847261714,-0.6151565948,0.1783289403,-0.9864412387
-0.6010721597,0.3832677645,-0.8947103541,-0.856824472,-0.6327906747,0.1844276163,-0.9873022822
-0.5961641561,0.3734839114,-0.8881322864,-0.8659346554,-0.6505546194,0.1907308947,-0.9881092177
-0.5920647228,0.3624927532,-0.8823142616,-0.8744388361,-0.6675558129,0.19744534,-0.9888633712
-0.5890624645,0.3499800137,-0.8750663892,-0.8824195419,-0.685960395,0.2042568026,-0.9895710201
-0.5862800158,0.3359206279,-0.8730225413,-0.8898883575,-0.6947537609,0.2109775426,-0.990505171
-0.5840481243,0.3205171959,-0.8701220801,-0.8968729512,-0.7203850478,0.2176408115,-0.9911068115
-0.5820141154,0.3041460477,-0.8683646208,-0.9034270046,-0.7358702626,0.2214127101,-0.9916718388
-0.5803911105,0.2876657378,-0.8670347115,-0.9095434444,-0.7497103159,0.2315668554,-0.9919807089
-0.5791360786,0.2713409954,-0.8655977795,-0.9152979951,-0.7635613268,0.2393967309,-0.992687932
-0.5783848561,0.2552662519,-0.864358662,-0.920687104,-0.7702588282,0.2476224908,-0.9931517734
-0.5785502394,0.2395318789,-0.8634981396,-0.9257213887,-0.78616857,0.2559499984,-0.9935868734
-0.5784930955,0.1311018843,-0.862608102,-0.9304266018,-0.796179804,0.2639413606,-0.9939927899
-0.5787908823,0.0603404872,-0.8615832003,-0.9348497207,-0.805116181,0.2712845721,-0.9943751827
-0.5786723942,0.0134324388,-0.8602333316,-0.9389817558,-0.8141163099,0.2752641096,-0.9947325484
-0.5802207332,-0.0067100014,-0.8580508745,-0.9428581688,-0.8192662794,0.2840365023,-0.9950658597
-0.5818102215,-0.0109970824,-0.8552922536,-0.9464867579,-0.8310084685,0.2897014883,-0.9948947113
-0.584293791,-0.0157085448,-0.8516575058,-0.9498868422,-0.8387173482,0.2949652276,-0.9952913048
-0.5871183535,-0.0210345233,-0.8472829128,-0.9530637622,-0.845648819,0.2998567889,-0.9958803525
-0.5900869195,-0.0268192314,-0.8425498371,-0.9560426407,-0.8524158099,0.3047535448,-0.9958398742
-0.5933779231,-0.03302133,-0.8375408828,-0.9588305506,-0.8575696046,0.3099056154,-0.9963014115
-0.5971196637,-0.0393819558,-0.8326639529,-0.9614470784,-0.862183967,0.3153020034,-0.996535618
-0.6006751424,-0.0457402437,-0.8278450518,-0.9638921367,-0.8660415398,0.3206584202,-0.9971667176
-0.6039888331,-0.0515689159,-0.8228048366,-0.9661873001,-0.8670953038,0.3261877055,-0.9970720385
-0.6071354295,-0.0574035129,-0.8180055311,-0.968335474,-0.8669162106,0.3320832984,-0.9972587942
-0.6099846746,-0.0638316687,-0.8130985832,-0.9703469048,-0.8659494378,0.3383726659,-0.9974327282
-0.6127993597,-0.071249375,-0.8080134136,-0.9722249501,-0.8604145499,0.3459335038,-0.9975951667
-0.6151487038,-0.0796507667,-0.8026795317,-0.9739837507,-0.8549242456,0.354532171,-0.9974597636
-0.6174257839,-0.0887160873,-0.7976339965,-0.9752841711,-0.8490962035,0.3637181285,-1
-0.6199587222,-0.0980006274,-0.793481609,-0.9771852471,-0.8422004792,0.3691888723,-0.9909220472
-0.6227112952,-0.1074529797,-0.7907109271,-0.9786317513,-0.8382752365,0.3819727849,-0.9858800664
-0.6249862247,-0.1168268169,-0.7895249107,-0.9799906619,-0.8283147702,0.3905175307,-0.9800530308
-0.6271530041,-0.125880447,-0.7897577515,-0.9812578947,-0.8219354187,0.398541729,-0.9730717109
-0.6292825307,-0.1343216893,-0.7910082292,-0.9824466907,-0.8160142793,0.4059690294,-0.9647253206
-0.6314233219,-0.142026386,-0.7930693938,-0.9835633066,-0.8101710243,0.4131186576,-0.9547577157
-0.633633857,-0.1488959383,-0.795185621,-0.9846055676,-0.8041864772,0.4194937189,-0.9434534222
-0.6358629309,-0.1547648624,-0.7977081226,-0.9855838988,-0.7974183555,0.4251897068,-0.9306083237
-0.638358675,-0.1598051715,-0.8006667796,-0.9864974856,-0.7891651368,0.429840662,-0.9169664217
-0.6405675013,-0.1643401759,-0.8037224388,-0.9873555771,-0.7813275805,0.433468221,-0.9018251121
-0.6427295228,-0.1683155086,-0.8062853728,-0.9881579932,-0.7721558168,0.4364399829,-0.8854222626
-0.6450780187,-0.1715391401,-0.8082670913,-0.9889105349,-0.7671743237,0.4388846059,-0.8679102709
-0.6470661914,-0.1729727022,-0.8098853618,-0.9896138382,-0.7534726674,0.4413423333,-0.8512473392
-0.6484530156,-0.1726297082,-0.8112328417,-0.9902715303,-0.7430228075,0.4437229848,-0.8353522033
-0.649066364,-0.1709318466,-0.8124949349,-0.9908911373,-0.7375372766,0.4458392182,-0.8208013586
-0.6490878654,-0.1681392753,-0.8138690151,-0.9914678542,-0.7208636177,0.4469896595,-0.8068017453
-0.6482707665,-0.1636792918,-0.8155834011,-0.9920098405,-0.7148186093,0.4487149706,-0.7930918944
-0.6466277386,-0.1574523302,-0.8176935988,-0.9925170968,-0.6982515708,0.4490458289,-0.7800147418
-0.6437712264,-0.1502988546,-0.8201696387,-0.992992797,-0.6863275145,0.4489558491,-0.7677555729
-0.6396406369,-0.1098149637,-0.8231501079,-0.9934372137,-0.6802481958,0.4489192925,-0.7554893978
-0.6341253158,-0.0490748509,-0.8271361551,-0.9938551517,-0.6612602128,0.449105408,-0.7438793778
-0.6269261189,-0.003184692,-0.8282311987,-0.9942437098,-0.6481601253,0.448948769,-0.7330434475
-0.6182732698,0.0186532187,-0.8298555872,-0.994609961,-0.6330663451,0.4480471378,-0.7235131732
-0.6085154082,0.0239062923,-0.8308716281,-0.9949514574,-0.6170390404,0.44649463,-0.7148288861
-0.5985060984,0.0302590768,-0.8316559808,-0.9952720972,-0.6011133521,0.444708183,-0.7069044353
-0.5886251438,0.037897972,-0.8325554238,-0.9955719716,-0.5827438734,0.4435134213,-0.6994137447
-0.579030886,0.0463248423,-0.8336178378,-0.9958521688,-0.5726683029,0.4433997197,-0.6918946288
-0.569939576,0.0551035657,-0.834817509,-0.9961163159,-0.5444625644,0.4439623176,-0.6848924218
-0.5610801318,0.0639302384,-0.8363428559,-0.9963619649,-0.5240287627,0.4451881142,-0.6778327015
-0.551559208,0.0727717824,-0.8380990044,-0.9965943745,-0.5045475913,0.4469966991,-0.670422962
-0.5420609328,0.0816643046,-0.8399570317,-0.9968099178,-0.4829542666,0.4480630934,-0.664185337
-0.5323617035,0.0907606724,-0.8411132559,-0.9970127661,-0.471802613,0.4516402957,-0.6593998397
-0.5225886336,0.1001251985,-0.8419533804,-0.9968720325,-0.4424022659,0.454256251,-0.6564908826
-0.5126741647,0.1093493562,-0.8425291871,-0.9946671754,-0.4217491483,0.4566200717,-0.6542525923
-0.5028310667,0.1184819816,-0.8429493824,-0.9903923004,-0.4020955943,0.4586035325,-0.6532165225
-0.4931159677,0.1279037942,-0.8437520006,-0.9842313037,-0.3807601188,0.4590470635,-0.653454042
-0.4837523918,0.138109807,-0.8447392245,-0.9762576369,-0.3618529658,0.457971285,-0.6544213302
-0.4749086804,0.1492033316,-0.8454821694,-0.9670125583,-0.3417706759,0.4561527846,-0.657340092
-0.4668247438,0.1613163339,-0.8458224753,-0.9568563364,-0.3314747175,0.4530189654,-0.660480948
-0.4595537686,0.1736897168,-0.8459657619,-0.9459167375,-0.3063014447,0.448377526,-0.6649422524
-0.4529859987,0.1860391881,-0.8459807467,-0.9342854378,-0.288634086,0.4427198267,-0.6704710223
-0.4469253187,0.1979812775,-0.8459669146,-0.9221077119,-0.2800399736,0.43612715,-0.6764445185
-0.4410912967,0.2096569401,-0.8452080095,-0.9095552924,-0.2588892473,0.4290470992,-0.6830825878
-0.4350596382,0.2205859811,-0.8432255816,-0.8969626999,-0.2451211354,0.4215054703,-0.6894869459
-0.4294131355,0.2309583024,-0.8419062093,-0.8845392213,-0.2383792181,0.4137127089,-0.6962627987
-0.4239416142,0.2440400297,-0.8400451672,-0.8721413235,-0.2184792545,0.4092198597,-0.704626077
-0.4187510539,0.2519775675,-0.8386971553,-0.8595597881,-0.2056373796,0.3976048981,-0.7131814433
-0.4140218207,0.2630706671,-0.8381620469,-0.8470053635,-0.1931566626,0.388306166,-0.723050479
-0.4098922366,0.2745903733,-0.8383214711,-0.8347275074,-0.1093684507,0.3786146756,-0.7336962585
-0.4063476838,0.28651936,-0.8388197824,-0.8230837672,-0.0559955722,0.3687494175,-0.7449464325
-0.4034878937,0.2984211151,-0.8399325595,-0.8118163598,-0.0158365702,0.3585824201,-0.7568882337
-0.4016417349,0.3101824199,-0.8411804658,-0.8006839553,-0.0014141873,0.3478498818,-0.7696256044
-0.4005546768,0.3215980894,-0.8416665411,-0.7894499884,0.0045259004,0.3366822487,-0.7833818886
-0.4000081715,0.3322569595,-0.841736145,-0.7784557746,0.0074364774,0.3300375219,-0.797482058
-0.3997541438,0.3423892342,-0.8412869555,-0.7679630349,0.0088323987,0.3145971987,-0.8106296506
-0.4001948865,0.351789802,-0.8401388888,-0.7576728501,0.0136368152,0.3017877423,-0.8217829512
-0.4013112307,0.3607537387,-0.837920162,-0.7469716154,0.0157408201,0.2901839834,-0.8333678044
-0.4025556488,0.3693068905,-0.8350057501,-0.7357246723,0.0217183864,0.2786594451,-0.8443805575
-0.4035875904,0.3775154391,-0.8317643324,-0.7234864944,0.0258312059,0.2671203594,-0.8544059582
-0.4047185399,0.3856391387,-0.8282219773,-0.7104066063,0.0292099259,0.2559093588,-0.8638063694
-0.4054907666,0.3938333325,-0.8242392107,-0.6967254808,0.0325811695,0.249410221,-0.8722078401
-0.4057566247,0.4022939072,-0.8193637398,-0.6824939674,0.0342522751,0.2332945065,-0.8804792864
-0.4050282663,0.4110559812,-0.813398368,-0.6675758147,0.03826949,0.226236884,-0.8880674457
-0.4027433343,0.4201282483,-0.8061430615,-0.651633669,0.0407138822,0.226236884,-0.8951840301
-0.3991849355,0.4292272529,-0.7978249863,-0.6349587914,0.0422188807,0.226236884,-0.90211548
-0.3943399503,0.4386510406,-0.7888834014,-0.6179163009,0.0431710969,0.226236884,-0.9081542076
-0.3885318863,0.4486881793,-0.7795314632,-0.6007596002,0.0433149342,0.226236884,-0.913986238
-0.3819757719,0.4593844779,-0.7700379231,-0.583758686,0.0421140325,0.226236884,-0.9192015275
-0.3749669885,0.470453415,-0.7603197882,-0.5670177487,0.039910461,0.226236884,-0.9243178541
-0.3679548087,0.4818313459,-0.7510858665,-0.5512702909,0.0157712962,0.226236884,-0.9293136937
-0.360900242,0.4934775631,-0.7415173137,-0.5371342903,-0.0027377739,0.226236884,-0.9339681904
-0.3536228537,0.5050263276,-0.7318663001,-0.524607888,-0.0050639353,0.226236884,-0.9389076658
-0.3462699741,0.5160297049,-0.7220119276,-0.5132067218,-0.0125561789,0.226236884,-0.9427681983
-0.3386045674,0.5260111804,-0.7113458041,-0.502594554,-0.0192364501,0.226236884,-0.9464127712
-0.3306183748,0.5351419794,-0.7007653335,-0.4927095867,-0.0230414141,0.226236884,-0.9488952456
-0.3226993683,0.5437177209,-0.6904778203,-0.4835061177,-0.0363557577,0.226236884,-0.9524969904
-0.3144936576,0.5523934538,-0.6810013486,-0.474985393,-0.0418991735,0.226236884,-0.9554663707
-0.3059544124,0.5617859206,-0.672847796,-0.4669439344,-0.0584461972,0.226236884,-0.9578183177
-0.2973889256,0.5718281866,-0.6660964312,-0.4590575611,-0.0710726521,0.226236884,-0.95874939
-0.2890415378,0.5824422863,-0.6601445369,-0.4512964423,-0.0774969043,0.226236884,-0.9586824325
-0.2809274868,0.5965474059,-0.6553666002,-0.4434967359,-0.0977068127,0.2261248428,-0.957207459
-0.2732142262,0.6086477112,-0.6519541429,-0.4356096571,-0.1114299164,0.2262466491,-0.9545334012
-0.265869931,0.6206206791,-0.6495946565,-0.4279274607,-0.1273634959,0.2262456125,-0.9499931472
-0.2588459564,0.6327062101,-0.6486804947,-0.4212017298,-0.143395832,0.2262445758,-0.9427838195
-0.2521242262,0.6447227775,-0.6495630022,-0.4155871695,-0.1599908926,0.2262435599,-0.9342212326
-0.2454836173,0.65769194,-0.6513471253,-0.4106215805,-0.1765949618,0.2262425232,-0.923765098
-0.2385721934,0.6708139722,-0.6540214256,-0.4062984872,-0.1855530483,0.2262415073,-0.9126492192
-0.2312926416,0.6844365677,-0.6571306844,-0.4027904954,-0.208483991,0.2262404707,-0.900727685
-0.2239616765,0.6983158013,-0.6616980357,-0.4000977418,-0.217340901,0.2262394341,-0.8876144967
-0.2168843578,0.7114380608,-0.6671967948,-0.3984486449,-0.2404793288,0.2262384182,-0.8740520091
-0.21041311,0.7242613023,-0.6734859803,-0.3980460523,-0.2509047636,0.2262373816,-0.8614116309
-0.2047979964,0.7372441661,-0.6805026826,-0.3990568217,-0.2685562268,0.226236345,-0.8484515643
-0.2000932613,0.7505361532,-0.6881339393,-0.4019377716,-0.2865105722,0.2262353292,-0.835106163
-0.1968856282,0.7630008967,-0.6960840887,-0.4067916059,-0.3136897007,0.2261670543,-0.8205278163
-0.1956341188,0.7758840394,-0.7043036986,-0.4129460387,-0.3322660016,0.2258526,-0.8068902202
-0.1967595855,0.7889092288,-0.7131187994,-0.4207837328,-0.3530934137,0.2255168638,-0.7937588535
-0.1999016899,0.8009175969,-0.7227441881,-0.4297756732,-0.3719359457,0.2255158306,-0.7801048416
-0.2041740578,0.813377747,-0.7335162692,-0.4389083509,-0.3927402254,0.2255147973,-0.7672205381
-0.2106233156,0.8252299448,-0.7456839766,-0.4472111517,-0.4129282723,0.2253996694,-0.7556805794
-0.2196556342,0.8366048153,-0.7583878121,-0.4542357967,-0.4318649272,0.2255221543,-0.745080066
-0.230995347,0.846683414,-0.7794113188,-0.4602464362,-0.45246296,0.2255237663,-0.7359235469
-0.2444034333,0.8571821875,-0.7869397212,-0.4655166911,-0.4633741821,0.2255253783,-0.7277425033
-0.2597514553,0.8655018019,-0.8004735731,-0.4702894424,-0.4923072842,0.2255269903,-0.7201143429
-0.2764895559,0.8740054264,-0.8134502385,-0.4745539443,-0.5036391006,0.2255286024,-0.7127893195
-0.2940178111,0.8819983841,-0.82501514,-0.4787378356,-0.5336393751,0.2255302145,-0.7069630794
-0.3117528567,0.8890055504,-0.8360828828,-0.4829797649,-0.5544326818,0.2255318266,-0.7005852244
-0.3296178107,0.8945237495,-0.846539618,-0.487228314,-0.5750615423,0.2255334387,-0.6946891961
-0.3475230373,0.8989208061,-0.856237448,-0.4913845095,-0.5956306371,0.2255350508,-0.6884651319
-0.365069667,0.9023946843,-0.8653852736,-0.4954269058,-0.6160805278,0.225536663,-0.6824153235
-0.3822647094,0.9051070825,-0.8739345049,-0.499340405,-0.626279852,0.2255382752,-0.6763629426
-0.3992612411,0.9083230142,-0.8819183035,-0.5028562358,-0.6562708105,0.2254402626,-0.6700867374
-0.4164324148,0.9089216427,-0.8894346472,-0.5058915632,-0.675066462,0.2255274037,-0.6631511083
-0.4340377858,0.9099282646,-0.8964557828,-0.5083986891,-0.6947649338,0.2255253576,-0.6556328383
-0.4521383986,0.909501628,-0.9031753604,-0.5106575391,-0.7150807114,0.2255233116,-0.6481034984
-0.4705769027,0.9073505482,-0.9091630764,-0.5125369458,-0.7243124332,0.2255212657,-0.6405433859
-0.4890243226,0.9032262264,-0.9149342664,-0.5143365111,-0.7500752832,0.2255191991,-0.6338788266
-0.5077392988,0.8987961672,-0.9203250728,-0.5164596187,-0.7659760458,0.2255171532,-0.6269988236
-0.5264793278,0.8916198044,-0.9253867455,-0.5191696449,-0.7808451293,0.2255151073,-0.6198767301
-0.5448920402,0.8816557275,-0.9301290378,-0.522289268,-0.7947888997,0.2255130408,-0.6126143507
-0.5628819876,0.8711614865,-0.9345730527,-0.5254820682,-0.8021040449,0.225510995,-0.6052775096
-0.5803063473,0.8592179808,-0.9387085047,-0.5284464979,-0.8200097708,0.2255089493,-0.597515381
-0.5967153171,0.8456900635,-0.9426120912,-0.5313616907,-0.8314197407,0.2255069036,-0.5896443058
-0.6122572462,0.8311777491,-0.9462579213,-0.5346983145,-0.8421166661,0.2255048372,-0.5818036396
-0.6276805892,0.8156453554,-0.9496683392,-0.5386746336,-0.8521542289,0.2255027916,-0.5740705208
-0.6423693588,0.7989253295,-0.952855847,-0.5434866053,-0.8609770315,0.225500746,-0.5661870962
-0.6567949277,0.7815491655,-0.9558575965,-0.5488748435,-0.8703178453,0.2254986798,-0.5577987736
-0.6704362241,0.7629611277,-0.9586597553,-0.5544573592,-0.8781453699,0.2249306976,-0.5493268533
-0.6833209787,0.7428208248,-0.9612724318,-0.5601836991,-0.8862603591,0.2236137931,-0.5404179113
-0.6954087587,0.7231837194,-0.9637946674,-0.5673215496,-0.8939783416,0.2224159552,-0.5327956071
-0.7066723921,0.4099464686,-0.966039285,-0.5778979938,-0.8998608975,0.2128544058,-0.5280870412
-0.7169853696,0.4000327586,-0.9681955899,-0.5884893152,-0.9064939109,0.2061971338,-0.5232735061
-0.7386984638,0.4179102288,-0.9702068347,-0.599209361,-0.9098197867,0.1999637885,-0.5354881086
-0.7560001211,0.415431155,-0.9721073338,-0.6104360363,-0.8732626365,0.2005274647,-0.5344709232
-0.7670846566,0.4107213152,-0.9738701323,-0.6218339196,-0.8763776803,0.1956171078,-0.520453072
-0.7632271791,0.404615874,-0.9755320271,-0.63245164,-0.8808247955,0.1909129887,-0.5128227386
-0.7738289731,0.3970168249,-0.977089649,-0.5890737202,-0.891217024,0.1881529621,-0.4981076566
-0.7803415331,0.3900654099,-0.9785385646,-0.6405954907,-0.8841730795,0.1622948009,-0.5563284945
-0.6722182985,0.3812853948,-0.9799054627,-0.7605178852,-0.9112079473,0.1521092217,-0.5423866469
-0.6618257459,0.3854944837,-0.8672086535,-0.8768512308,-0.9807654952,0.1638572217,-0.4819917925
-0.7440981859,0.4056754335,-0.9937793716,-0.8846792652,-0.9826828465,0.1610405148,-0.4374680249
-0.8003454098,0.6237148333,-1,-0.8919968117,-0.9843968981,0.1563531807,-0.4447007499
-0.8129715992,0.592434702,-0.9999996502,-0.89886034,-0.9853855159,0.151695458,-0.4495072619
-0.8254030988,0.5614588774,-0.9999992303,-0.9052839655,-0.9863688431,0.1472311617,-0.4392514377
-0.8351844952,0.5317282858,-0.9999988805,-0.9112812597,-0.9540036886,0.1425365484,-0.4290426415
-0.8456486233,0.504083899,-0.9999984607,-0.916920596,-0.9484297256,0.1374251687,-0.4188960044
-0.8554573039,0.0171794831,-0.9999992303,-0.9221877352,-0.9453929453,0.1324883908,-0.4078292019
-0.864866375,0.0004229973,-0.999997761,-0.9271360845,-0.9430793697,0.1282641434,-0.3966341286
-0.8734407913,0.0022260769,-0.9999973412,-0.9317544791,-0.9353889032,0.1246957848,-0.384831851
-0.8814892516,0.0059735575,-0.9999969914,-0.9360869212,-0.9277536493,0.1216183652,-0.3728229685
-0.888991764,0.0125252325,-0.9999965715,-0.9392566998,-0.919125739,0.1193378722,-0.3609679591
-0.8964355291,0.0236355232,-1.0000179819,-0.9439381755,-0.9088920768,0.1183375713,-0.3488295249
-0.9038935515,0.0389794693,-1.0000187516,-0.9475009401,-0.8969437244,0.1165991923,-0.3371526306
-0.9101012036,0.0582692032,-1.0000184017,-0.94971059,-0.8831995216,0.1162845981,-0.3256238482
-0.9141417169,0.0813900535,-0.9999951022,-0.9496416379,-0.8674719372,0.116217331,-0.3143720842
-0.9195922333,0.0889303425,-0.9999946824,-0.9484695428,-0.8503958489,0.1161071276,-0.30310915
-0.9250023155,0.1121479479,-0.9999943326,-0.9457422039,-0.8312482016,0.1117505534,-0.2921705752
-0.9294443504,0.1675715216,-0.9999939128,-0.9416777179,-0.8109421013,0.1113564028,-0.281928644
-0.9342612494,0.1652485436,-0.9999935629,-0.9369531063,-0.7873380428,0.1107071963,-0.2721046397
-0.9384278091,0.1957180399,-0.9999932131,-0.9323496703,-0.7607260105,0.1096761069,-0.2628860195
-0.9425485237,0.2280855069,-0.9999927933,-0.9273204044,-0.7334468463,0.108295814,-0.2546194127
-0.9467778361,0.2627071327,-0.9999924434,-0.9217359874,-0.7051290064,0.1065801263,-0.247076255
-0.9501089351,0.300121195,-0.9999920236,-0.9152595683,-0.6756563987,0.1052362628,-0.239932997
-0.9524649151,0.3400017302,-0.9999916738,-0.9080473045,-0.6469963681,0.1047608116,-0.2329546689
-0.9552667507,0.3816135617,-0.999991254,-0.9003498022,-0.6143536449,0.1053670509,-0.2264774235
-0.957605823,0.4208583856,-0.9999909041,-0.8920165646,-0.5849740594,0.1070710255,-0.2209792917
-0.95869393,0.4575931486,-0.9999905543,-0.8836081071,-0.5532450236,0.1085960524,-0.2164990684
-0.9593835311,0.4920353419,-0.9930034021,-0.8745791062,-0.51975346,0.1134541625,-0.2128999967
-0.9598669146,0.5243652578,-0.9799285444,-0.8646982958,-0.4881891598,0.1174034362,-0.209834744
-0.9588307408,0.5544652023,-0.9687894335,-0.8538093269,-0.2786859384,0.1215455559,-0.2074375465
-0.9569408897,0.5827274493,-0.9601624601,-0.8421529201,-0.1374010332,0.1260172992,-0.2057792135
-0.9547020292,0.6092509369,-0.9533084145,-0.8300164684,-0.039423908,0.1303745819,-0.2040095015
-0.9511880293,0.634109712,-0.9480173848,-0.8176317055,0.0037674031,0.1344474935,-0.2028595241
-0.9474832706,0.6572982261,-0.9442017024,-0.8053080888,0.0188215916,0.1382734918,-0.2021299989
-0.9435353355,0.6790289299,-0.9413683761,-0.7931129945,0.0315182562,0.1418498789,-0.2017406968
-0.9387870074,0.6994384297,-0.9388096717,-0.7811191497,0.0456654821,0.1451942295,-0.2014434718
-0.9337542071,0.7185028115,-0.9363914689,-0.7701089633,0.0608389652,0.1484624676,-0.201397685
-0.9479920379,0.7363294536,-0.9344546422,-0.7602788753,0.0695988266,0.1519267784,-0.2011105651
-0.9439955863,0.7530329237,-0.9329915687,-0.7511737748,0.0929894179,0.1551251617,-0.2004409237
-0.9416606134,0.7687810881,-0.9318847068,-0.7427643765,0.1020352496,0.1581313151,-0.1983540681
-0.940139043,0.7834193661,-0.9316765767,-0.7345106097,0.1020349394,0.1596884563,-0.1947669333
-0.9391487357,0.7971184373,-0.9306631931,-0.7261805982,0.1020346201,0.1610393142,-0.1896765372
-0.938541785,0.8100980595,-0.930081646,-0.7174894,0.1020343099,0.1640277637,-0.1833292953
-0.9387233026,0.822114561,-0.9288866278,-0.7084529239,0.1020339906,0.1653390807,-0.1754708745
-0.9401386092,0.8333873089,-0.926411408,-0.6987841016,0.1020336804,0.1659052171,-0.166663616
-0.9421896246,0.8439896079,-0.9226392004,-0.6891600687,0.1020333611,0.166000669,-0.1571782415
-0.9431575539,0.8539080162,-0.9152992146,-0.6818237723,0.1020330509,0.165571031,-0.1286176525
-0.9436086793,0.8631388607,-0.912291899,-0.6680155485,0.1020327315,0.1646479435,-0.0666201196
-0.9426889423,0.871851258,-0.9054144085,-0.6582370721,0.1020324214,0.1630774478,-0.0286344604
-0.9410521584,0.879986752,-0.8969809795,-0.6492528491,0.102032102,0.160811419,-0.0071151806
-0.9391633251,0.8875946553,-0.8869483879,-0.6409877379,0.1020317919,0.1579112164,0.0018101093
-0.9367110359,0.8947202949,-0.8755781585,-0.6331736758,0.1020314725,0.1545953235,0.0025293309
-0.9331902786,0.9013958686,-0.8636072667,-0.6260917579,0.1020311624,0.1508979346,0.0032094441
-0.928985986,0.9076673285,-0.8521365206,-0.6197250124,0.1020308522,0.1466668386,0.0039674798
-0.9242979097,0.9135406142,-0.8406760582,-0.6141541227,0.1020305329,0.1419546619,0.0046056521
-0.9187547318,0.9190165072,-0.8301014023,-0.6091569637,0.1020302227,0.1363487145,0.0049863865
-0.9136433312,0.9241658893,-0.8192079015,-0.6052635752,0.1020299034,0.1328347857,0.005007484
-0.909446463,0.9289676603,-0.8089578975,-0.602584867,0.1020295932,0.1241097997,0.0049085635
-0.9054366209,0.9334742586,-0.8010306876,-0.6013402984,0.1020292739,0.117162401,0.0016466103
-0.9017879977,0.9377143655,-0.7962673882,-0.6012320942,0.1020289638,0.0646339402,-0.00393036
-0.8989272831,0.9416600031,-0.7943057333,-0.6014819532,0.1020286445,0.0218206967,-0.0053641372
-0.8957202119,0.94535728,-0.7950819512,-0.6012174194,0.1020283343,-0.0104612728,-0.0077980103
-0.8939003699,0.9488326108,-0.7886612652,-0.5995775167,0.102028015,-0.016485594,-0.0117233244
-0.8927380263,0.9520715379,-0.7919113095,-0.5964148402,0.1020277049,-0.020837097,-0.017095498
-0.8918159238,0.9551211075,-0.7972558414,-0.5919543066,0.1020273856,-0.0237284056,-0.0234908495
-0.8914272414,0.9579706131,-0.8037926672,-0.58568322,0.1019715237,-0.0310075712,-0.0298983766
-0.8915092982,0.9606357628,-0.8128843658,-0.5779538118,0.1020189481,-0.0363405063,-0.0366086895
-0.8909424065,0.9631311707,-0.8158031705,-0.5690971274,0.1020257162,-0.0418618997,-0.042029247
