time(UTC),temp_air,relative_humidity,ghi,dni,dhi,IR(h),wind_speed,wind_direction,pressure
2006-03-22 00:00:00+00:00,15.64,39.78,314.0,732.47,68.0,257.45,6.39,238.0,91115.0
2006-03-22 01:00:00+00:00,14.65,43.8,87.0,416.58,36.0,256.6,5.49,245.0,91193.0
2006-03-22 02:00:00+00:00,13.65,47.82,0.0,0.0,0.0,255.75,4.59,252.0,91271.0
2006-03-22 03:00:00+00:00,12.58,50.71,0.0,0.0,0.0,253.65,4.12,260.0,91367.0
2006-03-22 04:00:00+00:00,11.5,53.61,0.0,0.0,0.0,251.55,3.65,268.0,91464.0
2006-03-22 05:00:00+00:00,10.43,56.5,0.0,0.0,0.0,249.45,3.17,276.0,91560.0
2006-03-22 06:00:00+00:00,9.57,60.92,0.0,0.0,0.0,247.37,2.94,282.0,91617.0
2006-03-22 07:00:00+00:00,8.71,65.33,0.0,0.0,0.0,245.28,2.71,288.0,91674.0
2006-03-22 08:00:00+00:00,7.85,69.75,0.0,0.0,0.0,243.2,2.48,294.0,91731.0
2006-03-22 09:00:00+00:00,7.13,70.7,0.0,0.0,0.0,240.52,2.33,299.0,91752.0
2006-03-22 10:00:00+00:00,6.41,71.66,0.0,0.0,0.0,237.83,2.17,304.0,91773.0
2006-03-22 11:00:00+00:00,5.69,72.61,0.0,0.0,0.0,235.15,2.01,309.0,91794.0
2006-03-22 12:00:00+00:00,6.78,69.51,0.0,0.0,0.0,234.12,2.0,318.0,91869.0
2006-03-22 13:00:00+00:00,7.88,66.41,0.0,0.0,0.0,233.08,2.0,328.0,91944.0
2006-03-22 14:00:00+00:00,8.98,63.31,85.0,442.48,36.0,232.05,1.99,337.0,92019.0
2006-03-22 15:00:00+00:00,10.47,54.87,318.0,769.32,68.0,232.38,2.44,340.0,92004.0
2006-03-22 16:00:00+00:00,11.96,46.43,549.0,894.79,86.0,232.72,2.9,342.0,91989.0
2006-03-22 17:00:00+00:00,13.45,37.99,745.0,959.92,97.0,233.05,3.35,345.0,91974.0
2006-03-22 18:00:00+00:00,14.73,34.72,886.0,994.83,103.0,233.17,3.37,343.0,91914.0
2006-03-22 19:00:00+00:00,16.01,31.45,960.0,1008.45,107.0,233.28,3.39,341.0,91854.0
2006-03-22 20:00:00+00:00,17.29,28.18,963.0,1010.16,107.0,233.4,3.41,340.0,91794.0
2006-03-22 21:00:00+00:00,17.36,27.31,894.0,998.0,104.0,234.48,3.45,341.0,91776.0
2006-03-22 22:00:00+00:00,17.43,26.45,755.0,964.48,97.0,235.57,3.5,342.0,91758.0
2006-03-22 23:00:00+00:00,17.49,25.58,560.0,899.79,86.0,236.65,3.54,343.0,91740.0
2006-03-23 00:00:00+00:00,16.02,32.25,327.0,762.4,69.0,235.27,3.16,352.0,91830.0
2006-03-23 01:00:00+00:00,14.54,38.92,93.0,440.27,38.0,233.88,2.77,1.0,91920.0
2006-03-23 02:00:00+00:00,13.07,45.59,0.0,0.0,0.0,232.5,2.39,10.0,92010.0
2006-03-23 03:00:00+00:00,12.15,48.74,0.0,0.0,0.0,232.13,2.41,18.0,92055.0
2006-03-23 04:00:00+00:00,11.24,51.89,0.0,0.0,0.0,231.77,2.44,26.0,92100.0
2006-03-23 05:00:00+00:00,10.32,55.04,0.0,0.0,0.0,231.4,2.47,34.0,92145.0
2006-03-23 06:00:00+00:00,9.66,57.37,0.0,0.0,0.0,230.25,2.58,43.0,92127.0
2006-03-23 07:00:00+00:00,8.99,59.71,0.0,0.0,0.0,229.1,2.7,52.0,92109.0
2006-03-23 08:00:00+00:00,8.32,62.04,0.0,0.0,0.0,227.95,2.81,60.0,92091.0
2006-03-23 09:00:00+00:00,8.21,62.74,0.0,0.0,0.0,227.78,3.07,65.0,92067.0
2006-03-23 10:00:00+00:00,8.1,63.45,0.0,0.0,0.0,227.62,3.32,70.0,92043.0
2006-03-23 11:00:00+00:00,7.99,64.15,0.0,0.0,0.0,227.45,3.57,75.0,92019.0
2006-03-23 12:00:00+00:00,8.98,59.44,0.0,0.0,0.0,226.13,3.34,75.0,92061.0
2006-03-23 13:00:00+00:00,9.97,54.72,0.0,0.0,0.0,224.82,3.11,76.0,92103.0
2006-03-23 14:00:00+00:00,10.96,50.01,89.0,450.11,37.0,223.5,2.88,76.0,92145.0
2006-03-23 15:00:00+00:00,13.92,39.07,321.0,764.45,69.0,227.62,4.02,81.0,92124.0
2006-03-23 16:00:00+00:00,16.88,28.14,553.0,894.71,86.0,231.73,5.15,86.0,92103.0
2006-03-23 17:00:00+00:00,19.84,17.2,750.0,961.21,97.0,235.85,6.29,91.0,92082.0
2006-03-23 18:00:00+00:00,21.26,15.23,891.0,994.83,104.0,237.73,6.35,94.0,92001.0
2006-03-23 19:00:00+00:00,22.67,13.27,964.0,1008.74,107.0,239.62,6.41,96.0,91920.0
2006-03-23 20:00:00+00:00,24.08,11.3,965.0,1008.45,107.0,241.5,6.47,99.0,91839.0
2006-03-23 21:00:00+00:00,24.0,11.03,892.0,991.54,104.0,243.28,6.19,99.0,91785.0
2006-03-23 22:00:00+00:00,23.92,10.76,752.0,956.04,97.0,245.07,5.92,100.0,91731.0
2006-03-23 23:00:00+00:00,23.84,10.49,558.0,891.44,86.0,246.85,5.64,100.0,91677.0
2006-03-24 00:00:00+00:00,21.91,13.41,326.0,753.82,69.0,246.37,5.26,97.0,91695.0
2006-03-24 01:00:00+00:00,19.99,16.33,94.0,439.56,38.0,245.88,4.89,93.0,91713.0
2006-03-24 02:00:00+00:00,18.06,19.25,0.0,0.0,0.0,245.4,4.51,89.0,91731.0
2006-03-24 03:00:00+00:00,16.82,20.94,0.0,0.0,0.0,246.22,4.08,87.0,91755.0
2006-03-24 04:00:00+00:00,15.57,22.63,0.0,0.0,0.0,247.03,3.66,85.0,91779.0
2006-03-24 05:00:00+00:00,14.33,24.32,0.0,0.0,0.0,247.85,3.23,83.0,91803.0
2006-03-24 06:00:00+00:00,13.08,27.43,0.0,0.0,0.0,247.25,3.09,79.0,91800.0
2006-03-24 07:00:00+00:00,11.83,30.53,0.0,0.0,0.0,246.65,2.96,76.0,91797.0
2006-03-24 08:00:00+00:00,10.57,33.64,0.0,0.0,0.0,246.05,2.83,72.0,91794.0
2006-03-24 09:00:00+00:00,9.76,36.49,0.0,0.0,0.0,244.88,2.85,70.0,91794.0
2006-03-24 10:00:00+00:00,8.95,39.35,0.0,0.0,0.0,243.72,2.86,69.0,91794.0
2006-03-24 11:00:00+00:00,8.14,42.2,0.0,0.0,0.0,242.55,2.88,68.0,91794.0
2006-03-24 12:00:00+00:00,9.41,40.18,0.0,0.0,0.0,242.83,2.74,70.0,91833.0
2006-03-24 13:00:00+00:00,10.68,38.16,0.0,0.0,0.0,243.12,2.6,73.0,91872.0
2006-03-24 14:00:00+00:00,11.96,36.14,93.0,457.15,38.0,243.4,2.46,76.0,91911.0
2006-03-24 15:00:00+00:00,15.21,30.0,327.0,771.71,69.0,246.33,2.67,82.0,91869.0
2006-03-24 16:00:00+00:00,18.46,23.85,559.0,896.56,87.0,249.27,2.89,87.0,91827.0
2006-03-24 17:00:00+00:00,21.7,17.71,755.0,961.08,98.0,252.2,3.1,93.0,91785.0
2006-03-24 18:00:00+00:00,23.18,15.46,895.0,994.88,104.0,253.55,2.87,103.0,91686.0
2006-03-24 19:00:00+00:00,24.66,13.21,968.0,1007.9,108.0,254.9,2.63,114.0,91587.0
2006-03-24 20:00:00+00:00,26.14,10.96,968.0,1006.8,108.0,256.25,2.4,124.0,91488.0
2006-03-24 21:00:00+00:00,26.14,10.36,896.0,992.72,104.0,256.92,1.96,143.0,91406.0
2006-03-24 22:00:00+00:00,26.14,9.77,757.0,959.36,97.0,257.58,1.52,163.0,91325.0
2006-03-24 23:00:00+00:00,26.14,9.17,376.0,255.58,240.0,258.25,1.08,182.0,91244.0
2006-03-25 00:00:00+00:00,25.53,12.67,221.0,256.24,133.0,257.93,1.04,152.0,91256.0
2006-03-25 01:00:00+00:00,24.92,16.17,67.0,154.01,47.0,257.62,1.01,122.0,91268.0
2006-03-25 02:00:00+00:00,24.31,19.67,0.0,0.0,0.0,257.3,0.98,91.0,91280.0
2006-03-25 03:00:00+00:00,22.81,21.69,0.0,0.0,0.0,258.57,1.2,98.0,91304.0
2006-03-25 04:00:00+00:00,21.32,23.7,0.0,0.0,0.0,259.83,1.42,105.0,91328.0
2006-03-25 05:00:00+00:00,19.82,25.72,0.0,0.0,0.0,261.1,1.64,112.0,91352.0
2006-03-25 06:00:00+00:00,18.33,30.74,0.0,0.0,0.0,259.32,1.72,119.0,91346.0
2006-03-25 07:00:00+00:00,16.84,35.77,0.0,0.0,0.0,257.53,1.8,126.0,91340.0
2006-03-25 08:00:00+00:00,15.35,40.79,0.0,0.0,0.0,255.75,1.88,133.0,91334.0
2006-03-25 09:00:00+00:00,14.12,42.68,0.0,0.0,0.0,254.05,1.89,135.0,91331.0
2006-03-25 10:00:00+00:00,12.88,44.56,0.0,0.0,0.0,252.35,1.89,136.0,91328.0
2006-03-25 11:00:00+00:00,11.64,46.45,0.0,0.0,0.0,250.65,1.9,137.0,91325.0
2006-03-25 12:00:00+00:00,12.61,42.19,0.0,0.0,0.0,250.72,1.67,133.0,91382.0
2006-03-25 13:00:00+00:00,13.58,37.93,0.0,0.0,0.0,250.78,1.43,129.0,91440.0
2006-03-25 14:00:00+00:00,14.56,33.67,98.0,471.67,39.0,250.85,1.2,125.0,91497.0
2006-03-25 15:00:00+00:00,17.95,26.12,332.0,772.9,70.0,255.63,1.67,152.0,91485.0
2006-03-25 16:00:00+00:00,21.35,18.58,564.0,898.43,87.0,260.42,2.15,179.0,91473.0
2006-03-25 17:00:00+00:00,24.74,11.03,760.0,962.44,98.0,265.2,2.62,206.0,91461.0
2006-03-25 18:00:00+00:00,25.63,9.6,901.0,996.23,105.0,265.82,3.2,214.0,91379.0
2006-03-25 19:00:00+00:00,26.52,8.17,975.0,1011.8,108.0,266.43,3.78,222.0,91298.0
2006-03-25 20:00:00+00:00,27.41,6.74,975.0,1011.06,108.0,267.05,4.36,231.0,91217.0
2006-03-25 21:00:00+00:00,27.04,6.58,902.0,995.19,105.0,267.72,4.58,232.0,91154.0
2006-03-25 22:00:00+00:00,26.67,6.43,761.0,959.81,98.0,268.38,4.81,234.0,91091.0
2006-03-25 23:00:00+00:00,26.3,6.27,455.0,503.04,186.0,269.05,5.03,236.0,91028.0
2006-03-26 00:00:00+00:00,24.42,7.93,332.0,757.43,70.0,269.87,4.63,236.0,91067.0
2006-03-26 01:00:00+00:00,22.54,9.58,98.0,445.93,39.0,270.68,4.22,236.0,91106.0
2006-03-26 02:00:00+00:00,20.66,11.24,0.0,0.0,0.0,271.5,3.81,237.0,91145.0
2006-03-26 03:00:00+00:00,19.55,13.93,0.0,0.0,0.0,269.63,3.36,235.0,91205.0
2006-03-26 04:00:00+00:00,18.43,16.62,0.0,0.0,0.0,267.77,2.91,233.0,91265.0
2006-03-26 05:00:00+00:00,17.32,19.31,0.0,0.0,0.0,265.9,2.46,231.0,91325.0
2006-03-26 06:00:00+00:00,16.06,20.78,0.0,0.0,0.0,263.0,2.29,224.0,91319.0
2006-03-26 07:00:00+00:00,14.8,22.24,0.0,0.0,0.0,260.1,2.11,218.0,91313.0
2006-03-26 08:00:00+00:00,13.54,23.71,0.0,0.0,0.0,257.2,1.94,211.0,91307.0
2006-03-26 09:00:00+00:00,12.74,24.75,0.0,0.0,0.0,255.02,1.93,205.0,91301.0
2006-03-26 10:00:00+00:00,11.93,25.79,0.0,0.0,0.0,252.83,1.91,200.0,91295.0
2006-03-26 11:00:00+00:00,11.12,26.83,0.0,0.0,0.0,250.65,1.89,194.0,91289.0
2006-03-26 12:00:00+00:00,12.75,25.55,0.0,0.0,0.0,252.22,1.69,201.0,91331.0
2006-03-26 13:00:00+00:00,14.38,24.28,0.0,0.0,0.0,253.78,1.49,208.0,91373.0
2006-03-26 14:00:00+00:00,16.01,23.0,99.0,462.05,39.0,255.35,1.28,215.0,91416.0
2006-03-26 15:00:00+00:00,18.1,19.74,329.0,753.74,70.0,258.65,2.02,228.0,91416.0
2006-03-26 16:00:00+00:00,20.2,16.49,435.0,427.75,206.0,261.95,2.75,242.0,91416.0
2006-03-26 17:00:00+00:00,22.29,13.23,748.0,940.73,97.0,265.25,3.49,255.0,91416.0
2006-03-26 18:00:00+00:00,23.32,12.68,778.0,605.3,292.0,266.23,3.6,255.0,91340.0
2006-03-26 19:00:00+00:00,24.35,12.14,805.0,502.05,373.0,267.22,3.71,255.0,91265.0
2006-03-26 20:00:00+00:00,25.37,11.59,786.0,473.98,378.0,268.2,3.82,255.0,91190.0
2006-03-26 21:00:00+00:00,25.03,12.16,690.0,425.45,348.0,279.8,3.94,254.0,91145.0
2006-03-26 22:00:00+00:00,24.69,12.74,522.0,276.85,330.0,291.4,4.06,252.0,91100.0
2006-03-26 23:00:00+00:00,24.34,13.31,300.0,104.22,244.0,303.0,4.18,250.0,91055.0
2006-03-27 00:00:00+00:00,23.48,15.98,114.0,0.0,114.0,310.13,3.79,247.0,91097.0
2006-03-27 01:00:00+00:00,22.61,18.66,47.0,14.84,45.0,317.27,3.41,243.0,91139.0
2006-03-27 02:00:00+00:00,21.75,21.33,0.0,0.0,0.0,324.4,3.02,240.0,91181.0
2006-03-27 03:00:00+00:00,20.83,25.89,0.0,0.0,0.0,324.22,2.65,236.0,91232.0
2006-03-27 04:00:00+00:00,19.91,30.44,0.0,0.0,0.0,324.03,2.29,232.0,91283.0
2006-03-27 05:00:00+00:00,18.99,35.0,0.0,0.0,0.0,323.85,1.92,229.0,91334.0
2006-03-27 06:00:00+00:00,18.09,37.36,0.0,0.0,0.0,321.85,1.83,217.0,91322.0
2006-03-27 07:00:00+00:00,17.18,39.73,0.0,0.0,0.0,319.85,1.74,206.0,91310.0
2006-03-27 08:00:00+00:00,16.27,42.09,0.0,0.0,0.0,317.85,1.66,195.0,91298.0
2006-03-27 09:00:00+00:00,16.02,42.47,0.0,0.0,0.0,316.05,1.71,189.0,91307.0
2006-03-27 10:00:00+00:00,15.76,42.84,0.0,0.0,0.0,314.25,1.76,183.0,91316.0
2006-03-27 11:00:00+00:00,15.51,43.22,0.0,0.0,0.0,312.45,1.81,178.0,91325.0
2006-03-27 12:00:00+00:00,16.05,43.94,0.0,0.0,0.0,310.55,1.93,177.0,91358.0
2006-03-27 13:00:00+00:00,16.59,44.65,0.0,0.0,0.0,308.65,2.06,176.0,91391.0
2006-03-27 14:00:00+00:00,17.13,45.37,41.0,0.0,41.0,306.75,2.18,175.0,91425.0
2006-03-27 15:00:00+00:00,18.35,42.4,162.0,60.3,141.0,311.08,2.78,181.0,91470.0
2006-03-27 16:00:00+00:00,19.57,39.43,466.0,544.67,172.0,315.42,3.38,188.0,91515.0
2006-03-27 17:00:00+00:00,20.79,36.46,612.0,507.06,259.0,319.75,3.99,195.0,91560.0
2006-03-27 18:00:00+00:00,21.81,32.07,739.0,506.97,330.0,315.18,4.16,200.0,91512.0
2006-03-27 19:00:00+00:00,22.82,27.67,691.0,295.13,436.0,310.62,4.33,205.0,91464.0
2006-03-27 20:00:00+00:00,23.83,23.28,338.0,21.99,319.0,306.05,4.5,210.0,91416.0
2006-03-27 21:00:00+00:00,23.86,23.09,392.0,43.38,357.0,306.02,4.49,214.0,91361.0
2006-03-27 22:00:00+00:00,23.89,22.89,599.0,472.54,270.0,305.98,4.49,219.0,91307.0
2006-03-27 23:00:00+00:00,23.92,22.7,285.0,83.35,240.0,305.95,4.48,223.0,91253.0
2006-03-28 00:00:00+00:00,23.21,27.2,125.0,8.55,122.0,303.2,4.09,226.0,91274.0
2006-03-28 01:00:00+00:00,22.51,31.71,27.0,0.0,27.0,300.45,3.7,229.0,91295.0
2006-03-28 02:00:00+00:00,21.8,36.21,0.0,0.0,0.0,297.7,3.31,231.0,91316.0
2006-03-28 03:00:00+00:00,20.28,41.46,0.0,0.0,0.0,295.05,3.07,229.0,91367.0
2006-03-28 04:00:00+00:00,18.76,46.71,0.0,0.0,0.0,292.4,2.83,227.0,91419.0
2006-03-28 05:00:00+00:00,17.24,51.96,0.0,0.0,0.0,289.75,2.59,225.0,91470.0
2006-03-28 06:00:00+00:00,16.41,54.8,0.0,0.0,0.0,289.92,2.37,216.0,91476.0
2006-03-28 07:00:00+00:00,15.58,57.64,0.0,0.0,0.0,290.08,2.15,207.0,91482.0
2006-03-28 08:00:00+00:00,14.75,60.48,0.0,0.0,0.0,290.25,1.93,198.0,91488.0
2006-03-28 09:00:00+00:00,14.45,60.78,0.0,0.0,0.0,294.25,2.0,184.0,91485.0
2006-03-28 10:00:00+00:00,14.14,61.08,0.0,0.0,0.0,298.25,2.07,169.0,91482.0
2006-03-28 11:00:00+00:00,13.83,61.38,0.0,0.0,0.0,302.25,2.14,155.0,91479.0
2006-03-28 12:00:00+00:00,14.73,56.13,0.0,0.0,0.0,305.85,2.32,165.0,91503.0
2006-03-28 13:00:00+00:00,15.63,50.89,0.0,0.0,0.0,309.45,2.5,176.0,91527.0
2006-03-28 14:00:00+00:00,16.53,45.64,6.0,0.0,6.0,313.05,2.68,186.0,91551.0
2006-03-28 15:00:00+00:00,17.39,45.01,52.0,0.0,52.0,317.98,3.14,194.0,91587.0
2006-03-28 16:00:00+00:00,18.26,44.39,34.0,0.0,34.0,322.92,3.6,202.0,91623.0
2006-03-28 17:00:00+00:00,19.12,43.76,122.0,0.0,122.0,327.85,4.06,210.0,91659.0
2006-03-28 18:00:00+00:00,19.77,44.13,189.0,8.64,182.0,327.78,4.39,209.0,91620.0
2006-03-28 19:00:00+00:00,20.42,44.49,427.0,43.8,389.0,327.72,4.73,208.0,91581.0
2006-03-28 20:00:00+00:00,21.06,44.86,401.0,35.75,370.0,327.65,5.06,208.0,91542.0
2006-03-28 21:00:00+00:00,21.54,40.91,862.0,937.37,103.0,321.02,5.01,211.0,91452.0
2006-03-28 22:00:00+00:00,22.02,36.95,607.0,487.9,266.0,314.38,4.96,215.0,91361.0
2006-03-28 23:00:00+00:00,22.5,33.0,417.0,355.84,224.0,307.75,4.91,219.0,91271.0
2006-03-29 00:00:00+00:00,21.51,37.39,270.0,453.04,110.0,298.7,4.34,204.0,91211.0
2006-03-29 01:00:00+00:00,20.51,41.78,100.0,429.95,40.0,289.65,3.78,190.0,91151.0
2006-03-29 02:00:00+00:00,19.52,46.17,0.0,0.0,0.0,280.6,3.21,176.0,91091.0
2006-03-29 03:00:00+00:00,18.72,48.99,0.0,0.0,0.0,280.1,3.53,184.0,91142.0
2006-03-29 04:00:00+00:00,17.92,51.82,0.0,0.0,0.0,279.6,3.85,192.0,91193.0
2006-03-29 05:00:00+00:00,17.12,54.64,0.0,0.0,0.0,279.1,4.17,200.0,91244.0
2006-03-29 06:00:00+00:00,16.29,57.53,0.0,0.0,0.0,276.72,3.93,199.0,91253.0
2006-03-29 07:00:00+00:00,15.46,60.42,0.0,0.0,0.0,274.33,3.69,198.0,91262.0
2006-03-29 08:00:00+00:00,14.63,63.31,0.0,0.0,0.0,271.95,3.45,197.0,91271.0
2006-03-29 09:00:00+00:00,13.98,66.7,0.0,0.0,0.0,269.5,3.37,196.0,91277.0
2006-03-29 10:00:00+00:00,13.33,70.08,0.0,0.0,0.0,267.05,3.29,194.0,91283.0
2006-03-29 11:00:00+00:00,12.68,73.47,0.0,0.0,0.0,264.6,3.21,193.0,91289.0
2006-03-29 12:00:00+00:00,13.91,69.09,0.0,0.0,0.0,267.38,3.32,192.0,91298.0
2006-03-29 13:00:00+00:00,15.14,64.71,0.0,0.0,0.0,270.17,3.43,190.0,91307.0
2006-03-29 14:00:00+00:00,16.38,60.33,47.0,0.0,47.0,272.95,3.54,189.0,91316.0
2006-03-29 15:00:00+00:00,17.98,52.76,246.0,304.99,137.0,277.03,4.87,195.0,91283.0
2006-03-29 16:00:00+00:00,19.59,45.19,431.0,377.4,224.0,281.12,6.19,201.0,91250.0
2006-03-29 17:00:00+00:00,21.19,37.62,654.0,589.21,239.0,285.2,7.52,207.0,91217.0
2006-03-29 18:00:00+00:00,21.95,34.68,762.0,531.74,329.0,286.82,7.97,212.0,91157.0
2006-03-29 19:00:00+00:00,22.71,31.74,824.0,512.09,378.0,288.43,8.43,218.0,91097.0
2006-03-29 20:00:00+00:00,23.47,28.8,957.0,975.48,108.0,290.05,8.88,223.0,91037.0
2006-03-29 21:00:00+00:00,22.79,30.33,884.0,958.69,105.0,289.32,8.72,226.0,91007.0
2006-03-29 22:00:00+00:00,22.11,31.85,746.0,923.67,98.0,288.58,8.56,228.0,90977.0
2006-03-29 23:00:00+00:00,21.42,33.38,556.0,860.77,87.0,287.85,8.4,231.0,90947.0
2006-03-30 00:00:00+00:00,20.05,38.83,330.0,731.27,70.0,285.3,7.56,236.0,91034.0
2006-03-30 01:00:00+00:00,18.68,44.28,103.0,436.82,41.0,282.75,6.73,242.0,91121.0
2006-03-30 02:00:00+00:00,17.31,49.73,0.0,0.0,0.0,280.2,5.89,248.0,91208.0
2006-03-30 03:00:00+00:00,16.07,54.27,0.0,0.0,0.0,276.67,5.06,248.0,91280.0
2006-03-30 04:00:00+00:00,14.83,58.82,0.0,0.0,0.0,273.13,4.23,249.0,91352.0
2006-03-30 05:00:00+00:00,13.59,63.36,0.0,0.0,0.0,269.6,3.39,250.0,91425.0
2006-03-30 06:00:00+00:00,12.88,67.44,0.0,0.0,0.0,265.57,2.93,248.0,91422.0
2006-03-30 07:00:00+00:00,12.17,71.51,0.0,0.0,0.0,261.53,2.46,245.0,91419.0
2006-03-30 08:00:00+00:00,11.45,75.59,0.0,0.0,0.0,257.5,2.0,243.0,91416.0
2006-03-30 09:00:00+00:00,10.83,78.61,0.0,0.0,0.0,256.05,1.77,237.0,91419.0
2006-03-30 10:00:00+00:00,10.21,81.62,0.0,0.0,0.0,254.6,1.53,230.0,91422.0
2006-03-30 11:00:00+00:00,9.59,84.64,0.0,0.0,0.0,253.15,1.3,224.0,91425.0
2006-03-30 12:00:00+00:00,10.87,75.52,0.0,0.0,0.0,254.48,1.08,225.0,91470.0
2006-03-30 13:00:00+00:00,12.15,66.4,0.0,0.0,0.0,255.82,0.86,227.0,91515.0
2006-03-30 14:00:00+00:00,13.43,57.28,109.0,477.19,38.0,257.15,0.65,228.0,91560.0
2006-03-30 15:00:00+00:00,15.26,48.88,256.0,331.56,136.0,262.45,1.63,230.0,91548.0
2006-03-30 16:00:00+00:00,17.09,40.47,515.0,694.66,131.0,267.75,2.61,233.0,91536.0
2006-03-30 17:00:00+00:00,18.91,32.07,618.0,489.87,271.0,273.05,3.59,235.0,91524.0
2006-03-30 18:00:00+00:00,20.26,28.28,601.0,222.49,419.0,274.32,4.1,236.0,91449.0
2006-03-30 19:00:00+00:00,21.6,24.48,802.0,473.51,388.0,275.58,4.61,238.0,91373.0
2006-03-30 20:00:00+00:00,22.94,20.69,858.0,593.07,340.0,276.85,5.12,239.0,91298.0
2006-03-30 21:00:00+00:00,22.78,19.93,734.0,484.44,339.0,277.18,5.08,239.0,91250.0
2006-03-30 22:00:00+00:00,22.62,19.17,487.0,198.82,347.0,277.52,5.03,240.0,91202.0
2006-03-30 23:00:00+00:00,22.46,18.41,362.0,202.81,251.0,277.85,4.99,240.0,91154.0
2006-03-31 00:00:00+00:00,21.27,20.82,303.0,623.09,80.0,277.95,4.3,239.0,91187.0
2006-03-31 01:00:00+00:00,20.09,23.23,82.0,249.47,46.0,278.05,3.6,238.0,91220.0
2006-03-31 02:00:00+00:00,18.9,25.64,0.0,0.0,0.0,278.15,2.91,236.0,91253.0
2006-03-31 03:00:00+00:00,17.95,28.24,0.0,0.0,0.0,279.95,2.61,231.0,91310.0
2006-03-31 04:00:00+00:00,16.99,30.85,0.0,0.0,0.0,281.75,2.3,227.0,91367.0
2006-03-31 05:00:00+00:00,16.04,33.45,0.0,0.0,0.0,283.55,2.0,222.0,91425.0
2006-03-31 06:00:00+00:00,15.0,36.01,0.0,0.0,0.0,282.3,1.94,211.0,91416.0
2006-03-31 07:00:00+00:00,13.95,38.56,0.0,0.0,0.0,281.05,1.88,199.0,91406.0
2006-03-31 08:00:00+00:00,12.9,41.12,0.0,0.0,0.0,279.8,1.82,188.0,91397.0
2006-03-31 09:00:00+00:00,12.44,42.66,0.0,0.0,0.0,279.83,1.94,179.0,91379.0
2006-03-31 10:00:00+00:00,11.98,44.2,0.0,0.0,0.0,279.87,2.05,171.0,91361.0
2006-03-31 11:00:00+00:00,11.52,45.74,0.0,0.0,0.0,279.9,2.17,162.0,91343.0
2006-03-31 12:00:00+00:00,13.09,42.48,0.0,0.0,0.0,279.7,2.35,163.0,91373.0
2006-03-31 13:00:00+00:00,14.66,39.23,0.0,0.0,0.0,279.5,2.53,164.0,91403.0
2006-03-31 14:00:00+00:00,16.23,35.97,118.0,482.17,44.0,279.3,2.72,165.0,91434.0
2006-03-31 15:00:00+00:00,18.21,30.66,37.0,0.0,37.0,282.45,3.69,174.0,91422.0
2006-03-31 16:00:00+00:00,25.57,13.02,309.0,98.73,254.0,294.16,7.09,183.0,91410.0
2006-03-31 17:00:00+00:00,24.93,14.73,389.0,75.81,335.0,292.41,6.84,191.0,91397.0
2006-03-31 18:00:00+00:00,24.29,16.43,776.0,544.01,329.0,290.66,6.58,196.0,91337.0
2006-03-31 19:00:00+00:00,23.65,18.13,967.0,977.61,109.0,288.91,6.33,200.0,91277.0
2006-03-31 20:00:00+00:00,23.01,19.83,963.0,974.39,109.0,287.16,6.08,205.0,91217.0
2006-03-31 21:00:00+00:00,22.36,21.53,726.0,468.14,343.0,285.4,5.82,209.0,91190.0
2006-03-31 22:00:00+00:00,21.72,23.24,600.0,445.74,285.0,283.65,5.57,213.0,91163.0
2006-03-31 23:00:00+00:00,21.08,24.94,227.0,27.29,212.0,281.9,5.32,216.0,91136.0
2008-04-01 00:00:00+00:00,20.44,26.64,334.0,730.11,71.0,280.15,5.07,244.0,91085.0
2008-04-01 01:00:00+00:00,19.8,28.34,106.0,443.19,41.0,278.4,4.81,248.0,91160.0
2008-04-01 02:00:00+00:00,19.16,30.04,0.0,0.0,0.0,276.65,4.56,251.0,91235.0
2008-04-01 03:00:00+00:00,18.52,31.75,0.0,0.0,0.0,274.9,4.31,249.0,91289.0
2008-04-01 04:00:00+00:00,17.88,33.45,0.0,0.0,0.0,273.15,4.06,248.0,91343.0
2008-04-01 05:00:00+00:00,17.24,35.15,0.0,0.0,0.0,271.4,3.8,246.0,91397.0
2008-04-01 06:00:00+00:00,16.59,36.85,0.0,0.0,0.0,269.65,3.55,241.0,91400.0
2008-04-01 07:00:00+00:00,15.95,38.56,0.0,0.0,0.0,267.9,3.3,237.0,91403.0
2008-04-01 08:00:00+00:00,12.73,47.57,0.0,0.0,0.0,259.3,2.1,233.0,91406.0
2008-04-01 09:00:00+00:00,12.18,51.53,0.0,0.0,0.0,257.35,1.98,232.0,91419.0
2008-04-01 10:00:00+00:00,11.63,55.49,0.0,0.0,0.0,255.4,1.86,231.0,91431.0
2008-04-01 11:00:00+00:00,11.08,59.45,0.0,0.0,0.0,253.45,1.74,230.0,91443.0
2008-04-01 12:00:00+00:00,12.41,53.11,0.0,0.0,0.0,254.53,1.56,233.0,91503.0
2008-04-01 13:00:00+00:00,13.74,46.77,0.0,0.0,0.0,255.62,1.39,236.0,91563.0
2008-04-01 14:00:00+00:00,15.08,40.43,125.0,505.9,45.0,256.7,1.21,239.0,91623.0
2008-04-01 15:00:00+00:00,16.7,34.6,362.0,779.17,73.0,259.28,2.19,245.0,91635.0
2008-04-01 16:00:00+00:00,18.32,28.77,593.0,896.19,90.0,261.87,3.16,251.0,91647.0
2008-04-01 17:00:00+00:00,19.94,22.94,787.0,957.77,101.0,264.45,4.14,257.0,91659.0
