REFERENCE POINT,Volttron Point Name,Units,Unit Details,Modbus Register,Writable,Point Address,Default Value,Notes,Variance
/Devices/Shirley-MA/South/Inverters/1/Meter/TotVArhImpQ1,Inverters.1.Meter.TotVArhImpQ1,varh,,>I,FALSE,40202,,Total Reactive Energy Imported Quadrant 1,
/Devices/Shirley-MA/South/Inverters/1/Meter/TotVArhImpQ1PhA,Inverters.1.Meter.TotVArhImpQ1PhA,varh,,>I,FALSE,40204,,,
/Devices/Shirley-MA/South/Inverters/1/Meter/TotVArhImpQ1PhB,Inverters.1.Meter.TotVArhImpQ1PhB,varh,,>I,FALSE,40206,,,
/Devices/Shirley-MA/South/Inverters/1/Meter/TotVArhImpQ1PhC,Inverters.1.Meter.TotVArhImpQ1PhC,varh,,>I,FALSE,40208,,,
/Devices/Shirley-MA/South/Inverters/1/Meter/TotVArhImpQ2,Inverters.1.Meter.TotVArhImpQ2,varh,,>I,FALSE,40210,,Total Reactive Power Imported Quadrant 2,
/Devices/Shirley-MA/South/Inverters/1/Meter/TotVArhImpQ2PhA,Inverters.1.Meter.TotVArhImpQ2PhA,varh,,>I,FALSE,40212,,,
/Devices/Shirley-MA/South/Inverters/1/Meter/TotVArhImpQ2PhB,Inverters.1.Meter.TotVArhImpQ2PhB,varh,,>I,FALSE,40214,,,
/Devices/Shirley-MA/South/Inverters/1/Meter/TotVArhImpQ2PhC,Inverters.1.Meter.TotVArhImpQ2PhC,varh,,>I,FALSE,40216,,,
/Devices/Shirley-MA/South/Inverters/1/Meter/TotVArhExpQ3,Inverters.1.Meter.TotVArhExpQ3,varh,,>I,FALSE,40218,,Total Reactive Power Exported Quadrant 3,
/Devices/Shirley-MA/South/Inverters/1/Meter/TotVArhExpQ3PhA,Inverters.1.Meter.TotVArhExpQ3PhA,varh,,>I,FALSE,40220,,,
/Devices/Shirley-MA/South/Inverters/1/Meter/TotVArhExpQ3PhB,Inverters.1.Meter.TotVArhExpQ3PhB,varh,,>I,FALSE,40222,,,
/Devices/Shirley-MA/South/Inverters/1/Meter/TotVArhExpQ3PhC,Inverters.1.Meter.TotVArhExpQ3PhC,varh,,>I,FALSE,40224,,,
/Devices/Shirley-MA/South/Inverters/1/Meter/TotVArhExpQ4,Inverters.1.Meter.TotVArhExpQ4,varh,,>I,FALSE,40226,,Total Reactive Power Exported Quadrant 4,
/Devices/Shirley-MA/South/Inverters/1/Meter/TotVArhExpQ4PhA,Inverters.1.Meter.TotVArhExpQ4PhA,varh,,>I,FALSE,40228,,,
/Devices/Shirley-MA/South/Inverters/1/Meter/TotVArhExpQ4PhB,Inverters.1.Meter.TotVArhExpQ4PhB,varh,,>I,FALSE,40230,,,
/Devices/Shirley-MA/South/Inverters/1/Meter/TotVArhExpQ4PhC,Inverters.1.Meter.TotVArhExpQ4PhC,varh,,>I,FALSE,40232,,,
/Devices/Shirley-MA/South/Inverters/1/Meter/VAr_SF,Inverters.1.Meter.VAr_SF,,,>H,FALSE,40162,,Reactive Power scale factor,
/Devices/Shirley-MA/South/Inverters/1/Meter/Evt,Inverters.1.Meter.Evt,,,>I,FALSE,40235,,Meter Event Flags,
/Devices/Shirley-MA/South/Inverters/1/Meter/Device/CommSt,Inverters.1.Meter.Device.CommSt,,,>H,FALSE,40072,,Overall interface status,
/Devices/Shirley-MA/South/Meter/A,Meter.A,A,,>h,FALSE,40132,,Total AC Current,
/Devices/Shirley-MA/South/Meter/AphA,Meter.AphA,A,,>h,FALSE,40133,,Phase A Current,
/Devices/Shirley-MA/South/Meter/AphB,Meter.AphB,A,,>h,FALSE,40134,,Phase B Current,
/Devices/Shirley-MA/South/Meter/AphC,Meter.AphC,A,,>h,FALSE,40135,,Phase C Current,
/Devices/Shirley-MA/South/Meter/PhV,Meter.PhV,V,,>h,FALSE,40137,,Line to Neutral AC Voltage (average of active phases),
/Devices/Shirley-MA/South/Meter/PhVphA,Meter.PhVphA,V,,>h,FALSE,40138,,Phase Voltage AN,
/Devices/Shirley-MA/South/Meter/PhVphB,Meter.PhVphB,V,,>h,FALSE,40139,,Phase Voltage BN,
/Devices/Shirley-MA/South/Meter/PhVphC,Meter.PhVphC,V,,>h,FALSE,40140,,Phase Voltage CN,
/Devices/Shirley-MA/South/Meter/PPV,Meter.PPV,V,,>h,FALSE,40141,,Line to Line AC Voltage (average of active phases),
/Devices/Shirley-MA/South/Meter/Hz,Meter.Hz,Hz,,>h,FALSE,40146,,Frequency,
/Devices/Shirley-MA/South/Meter/W,Meter.W,W,,>h,FALSE,40148,,Total Real Power,
/Devices/Shirley-MA/South/Meter/WphA,Meter.WphA,W,,>h,FALSE,40149,,,
/Devices/Shirley-MA/South/Meter/WphB,Meter.WphB,W,,>h,FALSE,40150,,,
/Devices/Shirley-MA/South/Meter/WphC,Meter.WphC,W,,>h,FALSE,40151,,,
/Devices/Shirley-MA/South/Meter/W_SF,Meter.W_SF,,,>H,FALSE,40152,,Real Power scale factor,
/Devices/Shirley-MA/South/Meter/VA,Meter.VA,VA,,>h,FALSE,40153,,AC Apparent Power,
/Devices/Shirley-MA/South/Meter/VAphA,Meter.VAphA,VA,,>h,FALSE,40154,,,
/Devices/Shirley-MA/South/Meter/VAphB,Meter.VAphB,VA,,>h,FALSE,40155,,,
/Devices/Shirley-MA/South/Meter/VAphC,Meter.VAphC,VA,,>h,FALSE,40156,,,
/Devices/Shirley-MA/South/Meter/VA_SF,Meter.VA_SF,,,>H,FALSE,40157,,Apparent Power scale factor,
/Devices/Shirley-MA/South/Meter/VAR,Meter.VAR,var,,>h,FALSE,40158,,Reactive Power,
/Devices/Shirley-MA/South/Meter/VARphA,Meter.VARphA,var,,>h,FALSE,40159,,,
/Devices/Shirley-MA/South/Meter/VARphB,Meter.VARphB,var,,>h,FALSE,40160,,,
/Devices/Shirley-MA/South/Meter/VARphC,Meter.VARphC,var,,>h,FALSE,40161,,,
/Devices/Shirley-MA/South/Meter/PF,Meter.PF,Pct,,>h,FALSE,40163,,Power Factor,
/Devices/Shirley-MA/South/Meter/PFphA,Meter.PFphA,Pct,,>h,FALSE,40164,,,
/Devices/Shirley-MA/South/Meter/PFphB,Meter.PFphB,Pct,,>h,FALSE,40165,,,
/Devices/Shirley-MA/South/Meter/PFphC,Meter.PFphC,Pct,,>h,FALSE,40166,,,
/Devices/Shirley-MA/South/Meter/PF_SF,Meter.PF_SF,,,>H,FALSE,40167,,Power Factor scale factor,
/Devices/Shirley-MA/South/Meter/TotWhExp,Meter.TotWhExp,Wh,,>I,FALSE,40168,,Total Real Energy Exported,
/Devices/Shirley-MA/South/Meter/TotWhExpPhA,Meter.TotWhExpPhA,Wh,,>I,FALSE,40170,,,
/Devices/Shirley-MA/South/Meter/TotWhExpPhB,Meter.TotWhExpPhB,Wh,,>I,FALSE,40172,,,
/Devices/Shirley-MA/South/Meter/TotWhExpPhC,Meter.TotWhExpPhC,Wh,,>I,FALSE,40174,,,
/Devices/Shirley-MA/South/Meter/TotWhImp,Meter.TotWhImp,Wh,,>I,FALSE,40176,,Total Real Energy Imported,
/Devices/Shirley-MA/South/Meter/TotWhImpPhA,Meter.TotWhImpPhA,Wh,,>I,FALSE,40178,,,
/Devices/Shirley-MA/South/Meter/TotWhImpPhB,Meter.TotWhImpPhB,Wh,,>I,FALSE,40180,,,
/Devices/Shirley-MA/South/Meter/TotWhImpPhC,Meter.TotWhImpPhC,Wh,,>I,FALSE,40182,,,
/Devices/Shirley-MA/South/Meter/TotWH_SF,Meter.TotWH_SF,,,>H,FALSE,40184,,Real Energy scale factor,
/Devices/Shirley-MA/South/Meter/TotVAhExp,Meter.TotVAhExp,VAh,,>I,FALSE,40185,,Total Apparent Energy Exported,
/Devices/Shirley-MA/South/Meter/TotVAhExpPhA,Meter.TotVAhExpPhA,VAh,,>I,FALSE,40187,,,
/Devices/Shirley-MA/South/Meter/TotVAhExpPhB,Meter.TotVAhExpPhB,VAh,,>I,FALSE,40189,,,
/Devices/Shirley-MA/South/Meter/TotVAhExpPhC,Meter.TotVAhExpPhC,VAh,,>I,FALSE,40191,,,
/Devices/Shirley-MA/South/Meter/TotVAhImp,Meter.TotVAhImp,VAh,,>I,FALSE,40193,,Total Apparent Energy Imported,
/Devices/Shirley-MA/South/Meter/TotVAhImpPhA,Meter.TotVAhImpPhA,VAh,,>I,FALSE,40195,,,
/Devices/Shirley-MA/South/Meter/TotVAhImpPhB,Meter.TotVAhImpPhB,VAh,,>I,FALSE,40197,,,
/Devices/Shirley-MA/South/Meter/TotVAhImpPhC,Meter.TotVAhImpPhC,VAh,,>I,FALSE,40199,,,
/Devices/Shirley-MA/South/Meter/TotVArhImpQ1,Meter.TotVArhImpQ1,varh,,>I,FALSE,40202,,Total Reactive Energy Imported Quadrant 1,
/Devices/Shirley-MA/South/Meter/TotVArhImpQ1PhA,Meter.TotVArhImpQ1PhA,varh,,>I,FALSE,40204,,,
/Devices/Shirley-MA/South/Meter/TotVArhImpQ1PhB,Meter.TotVArhImpQ1PhB,varh,,>I,FALSE,40206,,,
/Devices/Shirley-MA/South/Meter/TotVArhImpQ1PhC,Meter.TotVArhImpQ1PhC,varh,,>I,FALSE,40208,,,
/Devices/Shirley-MA/South/Meter/TotVArhImpQ2,Meter.TotVArhImpQ2,varh,,>I,FALSE,40210,,Total Reactive Power Imported Quadrant 2,
/Devices/Shirley-MA/South/Meter/TotVArhImpQ2PhA,Meter.TotVArhImpQ2PhA,varh,,>I,FALSE,40212,,,
/Devices/Shirley-MA/South/Meter/TotVArhImpQ2PhB,Meter.TotVArhImpQ2PhB,varh,,>I,FALSE,40214,,,
/Devices/Shirley-MA/South/Meter/TotVArhImpQ2PhC,Meter.TotVArhImpQ2PhC,varh,,>I,FALSE,40216,,,
/Devices/Shirley-MA/South/Meter/TotVArhExpQ3,Meter.TotVArhExpQ3,varh,,>I,FALSE,40218,,Total Reactive Power Exported Quadrant 3,
/Devices/Shirley-MA/South/Meter/TotVArhExpQ3PhA,Meter.TotVArhExpQ3PhA,varh,,>I,FALSE,40220,,,
/Devices/Shirley-MA/South/Meter/TotVArhExpQ3PhB,Meter.TotVArhExpQ3PhB,varh,,>I,FALSE,40222,,,
/Devices/Shirley-MA/South/Meter/TotVArhExpQ3PhC,Meter.TotVArhExpQ3PhC,varh,,>I,FALSE,40224,,,
/Devices/Shirley-MA/South/Meter/TotVArhExpQ4,Meter.TotVArhExpQ4,varh,,>I,FALSE,40226,,Total Reactive Power Exported Quadrant 4,
/Devices/Shirley-MA/South/Meter/TotVArhExpQ4PhA,Meter.TotVArhExpQ4PhA,varh,,>I,FALSE,40228,,,
/Devices/Shirley-MA/South/Meter/TotVArhExpQ4PhB,Meter.TotVArhExpQ4PhB,varh,,>I,FALSE,40230,,,
/Devices/Shirley-MA/South/Meter/TotVArhExpQ4PhC,Meter.TotVArhExpQ4PhC,varh,,>I,FALSE,40232,,,
/Devices/Shirley-MA/South/Meter/VAr_SF,Meter.VAr_SF,,,>H,FALSE,40162,,Reactive Power scale factor,
/Devices/Shirley-MA/South/Meter/Evt,Meter.Evt,,,>I,FALSE,40235,,Meter Event Flags,
/Devices/Shirley-MA/South/PMC/Device/CommSt,PMC.Device.CommSt,,,>H,FALSE,40072,,Overall interface status,
/Devices/Shirley-MA/South/PMC/PmcSystemGuard/GSHeartBeat,PMC.PmcSystemGuard.GSHeartBeat,,,>H,FALSE,40485,,Counter.  Updated Every 10 seconds.  Resets daily.,
/Devices/Shirley-MA/South/PMC/PmcSystemGuard/PMCWatchDog,PMC.PmcSystemGuard.PMCWatchDog,,,>H,TRUE,40486,,Must be kicked every 100 seconds or PMC will go into Auto Mode.,
/Devices/Shirley-MA/South/Recloser/Device/CommSt,Recloser.Device.CommSt,,,>H,FALSE,40072,,Overall interface status,
/Devices/Shirley-MA/South/Weather/BaseMet/TmpAmb,Weather.BaseMet.TmpAmb,C,,>h,FALSE,40464,,Ambient Temperature,
/Devices/Shirley-MA/South/Weather/BaseMet/RH,Weather.BaseMet.RH,Pct,,>h,FALSE,40465,,Relative Humidity,
/Devices/Shirley-MA/South/Weather/BaseMet/Pres,Weather.BaseMet.Pres,HPa,,>h,FALSE,40466,,Barometric Pressure,
/Devices/Shirley-MA/South/Weather/BaseMet/WndSpd,Weather.BaseMet.WndSpd,mps,,>h,FALSE,40467,,Wind Speed,
/Devices/Shirley-MA/South/Weather/BaseMet/WndDir,Weather.BaseMet.WndDir,deg,,>h,FALSE,40468,,Wind Direction,
/Devices/Shirley-MA/South/Weather/Device/CommSt,Weather.Device.CommSt,,,>H,FALSE,40072,,Overall interface status,
/Devices/Shirley-MA/South/Weather/Irradiance/GHI,Weather.Irradiance.GHI,W/m2,,>H,FALSE,40453,,Global Horizontal Irradiance,
/Devices/Shirley-MA/South/Weather/Irradiance/POAI,Weather.Irradiance.POAI,W/m2,,>H,FALSE,40454,,Plane-of-Array Irradiance,
/Devices/Shirley-MA/South/Weather/Irradiance/DFI,Weather.Irradiance.DFI,W/m2,,>H,FALSE,40455,,Diffuse Irradiance,
/Devices/Shirley-MA/South/Weather/Irradiance/DNI,Weather.Irradiance.DNI,W/m2,,>H,FALSE,40456,,Direct Normal Irradiance,
/Devices/Shirley-MA/South/Weather/Irradiance/OTI,Weather.Irradiance.OTI,W/m2,,>H,FALSE,40457,,Other Irradiance,
/Devices/Shirley-MA/South/XferRelay/Device/CommSt,XferRelay.Device.CommSt,,,>H,FALSE,40072,,Overall interface status,
