30 73.95 73.9501 73.9503 73.9501 88 0 0 0 0 0 0 0 0 
60.0002 77.0334 77.0334 77.0335 77.0334 87.9999 0 0 0 0 0 0 0 0 
90.0006 79.44 79.4401 79.4401 79.4401 87.9998 0 0 0 0 0 0 0 0 
120.001 81.3184 81.3185 81.3186 81.3185 87.9996 0 0 0 0 0 0 0 0 
150.001 82.7846 82.7847 82.7847 82.7847 87.9994 0 0 0 0 0 0 0 0 
180.001 83.929 83.929 83.9291 83.929 87.9991 0 0 0 0 0 0 0 0 
210.002 84.8222 84.8222 84.8222 84.8222 87.9988 0 0 0 0 0 0 0 0 
240.002 85.5193 85.5193 85.5193 85.5193 87.9985 0 0 0 0 0 0 0 0 
270.002 86.0633 86.0633 86.0633 86.0633 87.9981 0 0 0 0 0 0 0 0 
300.002 86.4878 86.4879 86.4879 86.4879 87.9976 0 0 0 0 0 0 0 0 
330.002 86.8191 86.8191 86.8191 86.8191 87.9971 0 0 0 0 0 0 0 0 
360.003 87.0776 87.0776 87.0776 87.0776 87.9966 0 0 0 0 0 0 0 0 
390.003 87.2792 87.2792 87.2792 87.2792 87.996 0 0 0 0 0 0 0 0 
420.003 87.4364 87.4364 87.4364 87.4364 87.9953 0 0 0 0 0 0 0 0 
450.003 87.559 87.559 87.559 87.559 87.9947 0 0 0 0 0 0 0 0 
480.004 87.6545 87.6545 87.6545 87.6545 87.9939 0 0 0 0 0 0 0 0 
510.004 87.7289 87.7289 87.7289 87.7289 87.9931 0 0 0 0 0 0 0 0 
540.004 87.7868 87.7868 87.7868 87.7868 87.9923 0 0 0 0 0 0 0 0 
570.005 87.8318 87.8318 87.8318 87.8318 87.9914 0 0 0 0 0 0 0 0 
600.005 87.8667 87.8668 87.8667 87.8668 87.9905 0 0 0 0 0 0 0 0 
630.006 87.8937 87.8938 87.8937 87.8938 87.9895 0 0 0 0 0 0 0 0 
660.006 87.9147 87.9147 87.9147 87.9147 87.9885 0 0 0 0 0 0 0 0 
690.006 87.9307 87.9308 87.9307 87.9308 87.9874 0 0 0 0 0 0 0 0 
720.006 87.943 87.9431 87.943 87.9431 87.9863 0 0 0 0 0 0 0 0 
750.006 87.9524 87.9524 87.9524 87.9524 87.9851 0 0 0 0 0 0 0 0 
780.007 87.9595 87.9595 87.9595 87.9595 87.9839 0 0 0 0 0 0 0 0 
810.007 87.9647 87.9647 87.9647 87.9647 87.9827 0 0 0 0 0 0 0 0 
840.007 87.9685 87.9685 87.9685 87.9685 87.9814 0 0 0 0 0 0 0 0 
870.008 87.9711 87.9712 87.9711 87.9712 87.98 0 0 0 0 0 0 0 0 
900.008 87.9729 87.973 87.9729 87.973 87.9786 0 0 0 0 0 0 0 0 
930.008 87.974 87.9741 87.974 87.9741 87.9772 0 0 0 0 0 0 0 0 
960.009 87.9745 87.9746 87.9745 87.9746 87.9757 0 0 0 0 0 0 0 0 
990.009 87.9746 87.9747 87.9746 87.9747 87.9741 0 0 0 0 0 0 0 0 
1020.01 87.9743 87.9744 87.9743 87.9744 87.9725 0 0 0 0 0 0 0 0 
1050.01 87.9737 87.9738 87.9737 87.9738 87.9709 0 0 0 0 0 0 0 0 
1080.01 87.9729 87.973 87.9729 87.973 87.9692 0 0 0 0 0 0 0 0 
1110.01 87.9719 87.9719 87.9719 87.9719 87.9675 0 0 0 0 0 0 0 0 
1140.01 87.9707 87.9708 87.9707 87.9708 87.9657 0 0 0 0 0 0 0 0 
1170.01 87.9694 87.9695 87.9694 87.9695 87.9639 0 0 0 0 0 0 0 0 
1200.01 87.968 87.968 87.968 87.968 87.962 0 0 0 0 0 0 0 0 
1230.01 87.9664 87.9665 87.9664 87.9665 87.9601 0 0 0 0 0 0 0 0 
1260.01 87.9648 87.9648 87.9648 87.9648 87.9581 0 0 0 0 0 0 0 0 
1290.01 87.9631 87.9631 87.9631 87.9631 87.9561 0 0 0 0 0 0 0 0 
1320.01 87.9613 87.9613 87.9613 87.9613 87.954 0 0 0 0 0 0 0 0 
1350.01 87.9595 87.9595 87.9595 87.9595 87.9519 0 0 0 0 0 0 0 0 
1380.01 87.9576 87.9576 87.9576 87.9576 87.9497 0 0 0 0 0 0 0 0 
1410.01 87.9556 87.9556 87.9556 87.9556 87.9475 0 0 0 0 0 0 0 0 
1440.01 87.9536 87.9536 87.9536 87.9536 87.9453 0 0 0 0 0 0 0 0 
1470.01 87.9514 87.9515 87.9514 87.9515 87.943 0 0 0 0 0 0 0 0 
1500.01 87.9493 87.9494 87.9493 87.9494 87.9406 0 0 0 0 0 0 0 0 
1530.01 87.9471 87.9472 87.9471 87.9472 87.9382 0 0 0 0 0 0 0 0 
1560.01 87.9449 87.9449 87.9449 87.9449 87.9358 0 0 0 0 0 0 0 0 
1590.01 87.9426 87.9427 87.9426 87.9427 87.9333 0 0 0 0 0 0 0 0 
1620.01 87.9403 87.9403 87.9403 87.9403 87.9308 0 0 0 0 0 0 0 0 
1650.02 87.9379 87.938 87.9379 87.938 87.9282 0 0 0 0 0 0 0 0 
1680.02 87.9355 87.9355 87.9355 87.9355 87.9255 0 0 0 0 0 0 0 0 
1710.02 87.933 87.933 87.933 87.933 87.9229 0 0 0 0 0 0 0 0 
1740.02 87.9304 87.9305 87.9304 87.9305 87.9201 0 0 0 0 0 0 0 0 
1770.02 87.9279 87.9279 87.9279 87.9279 87.9174 0 0 0 0 0 0 0 0 
1800.02 87.9252 87.9253 87.9252 87.9253 87.9145 0 0 0 0 0 0 0 0 
1830.02 87.9225 87.9226 87.9225 87.9226 87.9117 0 0 0 0 0 0 0 0 
1860.02 87.9198 87.9199 87.9198 87.9199 87.9087 0 0 0 0 0 0 0 0 
1890.02 87.9171 87.9171 87.9171 87.9171 87.9058 0 0 0 0 0 0 0 0 
1920.02 87.9142 87.9143 87.9142 87.9143 87.9028 0 0 0 0 0 0 0 0 
1950.02 87.9114 87.9114 87.9114 87.9114 87.8997 0 0 0 0 0 0 0 0 
1980.02 87.9084 87.9085 87.9084 87.9085 87.8966 0 0 0 0 0 0 0 0 
2010.02 87.9055 87.9055 87.9055 87.9055 87.8935 0 0 0 0 0 0 0 0 
2040.02 87.9025 87.9026 87.9025 87.9026 87.8903 0 0 0 0 0 0 0 0 
2070.02 87.8994 87.8995 87.8994 87.8995 87.887 0 0 0 0 0 0 0 0 
2100.02 87.8963 87.8964 87.8963 87.8964 87.8837 0 0 0 0 0 0 0 0 
2130.02 87.8932 87.8932 87.8932 87.8932 87.8804 0 0 0 0 0 0 0 0 
2160.02 87.89 87.89 87.89 87.89 87.877 0 0 0 0 0 0 0 0 
2190.02 87.8867 87.8868 87.8867 87.8868 87.8736 0 0 0 0 0 0 0 0 
2220.02 87.8834 87.8835 87.8834 87.8835 87.8701 0 0 0 0 0 0 0 0 
2250.02 87.8801 87.8801 87.8801 87.8801 87.8666 0 0 0 0 0 0 0 0 
2280.02 87.8767 87.8767 87.8767 87.8767 87.863 0 0 0 0 0 0 0 0 
2310.02 87.8733 87.8733 87.8733 87.8733 87.8594 0 0 0 0 0 0 0 0 
2340.02 87.8698 87.8699 87.8698 87.8699 87.8557 0 0 0 0 0 0 0 0 
2370.02 87.8663 87.8663 87.8663 87.8663 87.852 0 0 0 0 0 0 0 0 
2400.02 87.8627 87.8628 87.8627 87.8628 87.8482 0 0 0 0 0 0 0 0 
2430.02 87.8591 87.8591 87.8591 87.8591 87.8444 0 0 0 0 0 0 0 0 
2460.02 87.8554 87.8555 87.8554 87.8555 87.8406 0 0 0 0 0 0 0 0 
2490.02 87.8517 87.8518 87.8517 87.8518 87.8367 0 0 0 0 0 0 0 0 
